filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-1.0	summary	"The nervous woman, Helen Crocker, consults lawyer Perry Mason on behalf of a friend whose husband disappeared in a plane crash over a lake. Mason questions Helen about her marital status and her friend's desire to remarry without a divorce, and becomes intrigued by her friend's curiosity about the ""corpus delicti."""	1004	54	0	0	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-1.0	prediction	Helen Crocker reveals more details about her friend's situation, and Mason becomes intrigued by the idea that her friend needs to produce her dead husband's body in order to collect insurance and remarry, while concealing the body to avoid a murder prosecution. Mason decides to take the case and starts his investigation.	1004	54	1	0	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-1.0	summary	Perry Mason refuses to give Helen Crocker, a nervous woman seeking information on behalf of her friend, the answers she is looking for and dismisses her from his office.	2008	112	1	51	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-1.0	prediction	Helen Crocker will find another way to obtain the information she needs.	2008	112	2	51	"The nervous woman, Helen Crocker, consults lawyer Perry Mason on behalf of a friend whose husband disappeared in a plane crash over a lake. Mason questions Helen about her marital status and her friend's desire to remarry without a divorce, and becomes intrigued by her friend's curiosity about the ""corpus delicti."""
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-1.0	summary	Perry Mason realizes that he unintentionally caused Helen Crocker to lose confidence in herself and regrets not helping her, while Della Street reveals that Helen left a retainer for their services. Shortly after, Paul Drake, head of the Drake Detective Bureau, arrives and informs Mason about a suspicious man who was following the woman who just left his office.	3012	173	2	80	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-1.0	prediction	Paul Drake shares his observations about the suspicious man with Perry Mason. They discuss the possibility of the man being a tail and decide to investigate further.	3012	173	3	80	"The nervous woman, Helen Crocker, consults lawyer Perry Mason on behalf of a friend whose husband disappeared in a plane crash over a lake. Mason questions Helen about her marital status and her friend's desire to remarry without a divorce, and becomes intrigued by her friend's curiosity about the ""corpus delicti."" Perry Mason refuses to give Helen Crocker, a nervous woman seeking information on behalf of her friend, the answers she is looking for and dismisses her from his office."
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-1.0	summary	A suspicious man is seen following the woman who had just left Perry Mason's office, and the detective, Paul Drake, informs Mason of this encounter.	4045	241	3	139	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-1.0	prediction	The suspicious man continues to follow the woman, leading Mason to investigate further and try to contact her. Mason discovers that the woman's phone number and address are false, but he remains determined to help her.	4045	241	4	139	"The nervous woman, Helen Crocker, consults lawyer Perry Mason on behalf of a friend whose husband disappeared in a plane crash over a lake. Mason questions Helen about her marital status and her friend's desire to remarry without a divorce, and becomes intrigued by her friend's curiosity about the ""corpus delicti."" Perry Mason refuses to give Helen Crocker, a nervous woman seeking information on behalf of her friend, the answers she is looking for and dismisses her from his office. Perry Mason realizes that he unintentionally caused Helen Crocker to lose confidence in herself and regrets not helping her, while Della Street reveals that Helen left a retainer for their services. Shortly after, Paul Drake, head of the Drake Detective Bureau, arrives and informs Mason about a suspicious man who was following the woman who just left his office."
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-1.0	summary	Perry Mason discovers a purse left behind by the woman who visited his office, and he proceeds to inventory its contents with Della Street, finding a gun, money, and a suspicious telegram.	5049	305	4	164	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-1.0	prediction	Perry Mason rushes to the young woman's address, delivers a telegram, and insists on entering her house to speak with her, causing her to become suspicious and fearful.	5049	305	5	164	"The nervous woman, Helen Crocker, consults lawyer Perry Mason on behalf of a friend whose husband disappeared in a plane crash over a lake. Mason questions Helen about her marital status and her friend's desire to remarry without a divorce, and becomes intrigued by her friend's curiosity about the ""corpus delicti."" Perry Mason refuses to give Helen Crocker, a nervous woman seeking information on behalf of her friend, the answers she is looking for and dismisses her from his office. Perry Mason realizes that he unintentionally caused Helen Crocker to lose confidence in herself and regrets not helping her, while Della Street reveals that Helen left a retainer for their services. Shortly after, Paul Drake, head of the Drake Detective Bureau, arrives and informs Mason about a suspicious man who was following the woman who just left his office. A suspicious man is seen following the woman who had just left Perry Mason's office, and the detective, Paul Drake, informs Mason of this encounter."
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-1.0	summary	Perry Mason confronts Nell Brinley about delivering a telegram to R. Montaine, and after some questioning, she reveals that she is a nurse and has no knowledge of Rhoda Montaine's current whereabouts.	6078	365	5	196	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-1.0	prediction	Perry Mason instructs Nell Brinley to tell Rhoda Montaine to go back to the lawyer she met earlier in the day, and he leaves abruptly. Rhoda Montaine will contact the lawyer again and meet with him.	6078	365	6	196	"The nervous woman, Helen Crocker, consults lawyer Perry Mason on behalf of a friend whose husband disappeared in a plane crash over a lake. Mason questions Helen about her marital status and her friend's desire to remarry without a divorce, and becomes intrigued by her friend's curiosity about the ""corpus delicti."" Perry Mason refuses to give Helen Crocker, a nervous woman seeking information on behalf of her friend, the answers she is looking for and dismisses her from his office. Perry Mason realizes that he unintentionally caused Helen Crocker to lose confidence in herself and regrets not helping her, while Della Street reveals that Helen left a retainer for their services. Shortly after, Paul Drake, head of the Drake Detective Bureau, arrives and informs Mason about a suspicious man who was following the woman who just left his office. A suspicious man is seen following the woman who had just left Perry Mason's office, and the detective, Paul Drake, informs Mason of this encounter. Perry Mason discovers a purse left behind by the woman who visited his office, and he proceeds to inventory its contents with Della Street, finding a gun, money, and a suspicious telegram."
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-1.0	summary	Perry Mason uses a public phone to instruct Della Street on a plan involving Nell Brinley and Rhoda Montaine, and then gets business cards printed for Rhoda Montaine.	7081	423	6	228	
00010664.txt	The Case of the Curious Bride	Erle Stanley Gardner	Turbo-1.0	prediction	Perry Mason awaits Della's call, hoping Rhoda Montaine will come in to retrieve her purse and reveal her true identity.	7081	423	7	228	"The nervous woman, Helen Crocker, consults lawyer Perry Mason on behalf of a friend whose husband disappeared in a plane crash over a lake. Mason questions Helen about her marital status and her friend's desire to remarry without a divorce, and becomes intrigued by her friend's curiosity about the ""corpus delicti."" Perry Mason refuses to give Helen Crocker, a nervous woman seeking information on behalf of her friend, the answers she is looking for and dismisses her from his office. Perry Mason realizes that he unintentionally caused Helen Crocker to lose confidence in herself and regrets not helping her, while Della Street reveals that Helen left a retainer for their services. Shortly after, Paul Drake, head of the Drake Detective Bureau, arrives and informs Mason about a suspicious man who was following the woman who just left his office. A suspicious man is seen following the woman who had just left Perry Mason's office, and the detective, Paul Drake, informs Mason of this encounter. Perry Mason discovers a purse left behind by the woman who visited his office, and he proceeds to inventory its contents with Della Street, finding a gun, money, and a suspicious telegram. Perry Mason confronts Nell Brinley about delivering a telegram to R. Montaine, and after some questioning, she reveals that she is a nurse and has no knowledge of Rhoda Montaine's current whereabouts."
