filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-1.0	summary	The small room is filled with tense, anxious women witnessing the birth of a baby. The mother expresses disappointment upon learning she has had a girl instead of a boy.	1020	43	0	0	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-1.0	prediction	The mother slowly accepts and loves her daughter, understanding that John will cherish the girl just as much. She reminisces about her betrothal to John and the high expectations set upon their marriage.	1020	43	1	0	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-1.0	summary	John goes away to school and travels, while Judith grows up and they fall in love. Their wedding is planned for August but is canceled due to the outbreak of war.	2037	91	1	30	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-1.0	prediction	John and Judith reunite after months apart and declare their love for each other, but Judith anxiously asks when the war will end.	2037	91	2	30	The small room is filled with tense, anxious women witnessing the birth of a baby. The mother expresses disappointment upon learning she has had a girl instead of a boy.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-1.0	summary	Judith pleads with John to take her with him when he goes away to war, but John insists that they must wait and promises to come back to her someday.	3049	151	2	61	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-1.0	prediction	Judith becomes pregnant and fears her family's reaction, so she plans to escape to be with John and avoid the consequences of having an illegitimate child.	3049	151	3	61	The small room is filled with tense, anxious women witnessing the birth of a baby. The mother expresses disappointment upon learning she has had a girl instead of a boy. John goes away to school and travels, while Judith grows up and they fall in love. Their wedding is planned for August but is canceled due to the outbreak of war.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-1.0	summary	Judith expresses her dislike for the Earl and her reluctance to get married, but her parents continue with wedding preparations. She receives a sealed letter from someone offering her and her mother a place of safety during an impending attack, but her mother refuses to leave and threatens to tell her father if Judith chooses to leave.	4088	202	3	91	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-1.0	prediction	Judith, desperate to protect herself and her unborn child, decides to disregard her mother's threat and accept the offer of safety. She gathers her belongings and sneaks out of the house under cover of darkness to meet the person who sent the letter.	4088	202	4	91	The small room is filled with tense, anxious women witnessing the birth of a baby. The mother expresses disappointment upon learning she has had a girl instead of a boy. John goes away to school and travels, while Judith grows up and they fall in love. Their wedding is planned for August but is canceled due to the outbreak of war. Judith pleads with John to take her with him when he goes away to war, but John insists that they must wait and promises to come back to her someday.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-1.0	summary	After leaving her home and finding refuge in a farmhouse, Judith becomes close friends with Sarah and is content in her new life. She anticipates the day when her husband, John, will join her and give her a son.	5127	249	4	148	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-1.0	prediction	Judith's health worsens during childbirth and she pleads for help. Sarah and Judith are unable to comprehend the severity of the situation due to their overwhelming emotions.	5127	249	5	148	The small room is filled with tense, anxious women witnessing the birth of a baby. The mother expresses disappointment upon learning she has had a girl instead of a boy. John goes away to school and travels, while Judith grows up and they fall in love. Their wedding is planned for August but is canceled due to the outbreak of war. Judith pleads with John to take her with him when he goes away to war, but John insists that they must wait and promises to come back to her someday. Judith expresses her dislike for the Earl and her reluctance to get married, but her parents continue with wedding preparations. She receives a sealed letter from someone offering her and her mother a place of safety during an impending attack, but her mother refuses to leave and threatens to tell her father if Judith chooses to leave.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-1.0	summary	A group of elegantly dressed men on horseback, including serving-men and guides, ride into the small village of Marygreen, capturing the attention of the young girls and causing some of them to gossip about a woman named Amber St. Clare.	6132	289	5	187	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-1.0	prediction	The men will ask the villagers for a place to eat, causing excitement and fascination among the young girls.	6132	289	6	187	The small room is filled with tense, anxious women witnessing the birth of a baby. The mother expresses disappointment upon learning she has had a girl instead of a boy. John goes away to school and travels, while Judith grows up and they fall in love. Their wedding is planned for August but is canceled due to the outbreak of war. Judith pleads with John to take her with him when he goes away to war, but John insists that they must wait and promises to come back to her someday. Judith expresses her dislike for the Earl and her reluctance to get married, but her parents continue with wedding preparations. She receives a sealed letter from someone offering her and her mother a place of safety during an impending attack, but her mother refuses to leave and threatens to tell her father if Judith chooses to leave. After leaving her home and finding refuge in a farmhouse, Judith becomes close friends with Sarah and is content in her new life. She anticipates the day when her husband, John, will join her and give her a son.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-1.0	summary	Lisbeth is questioned by a group of elegantly dressed men on horseback about a good tavern in the area, and after a brief interaction, the men ride off to the inn.	7141	331	6	227	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-1.0	prediction	Amber St. Clare catches the attention of one of the men, causing a spark of attraction. The men ride off to the inn, leaving Amber and Lisbeth in a tiff.	7141	331	7	227	The small room is filled with tense, anxious women witnessing the birth of a baby. The mother expresses disappointment upon learning she has had a girl instead of a boy. John goes away to school and travels, while Judith grows up and they fall in love. Their wedding is planned for August but is canceled due to the outbreak of war. Judith pleads with John to take her with him when he goes away to war, but John insists that they must wait and promises to come back to her someday. Judith expresses her dislike for the Earl and her reluctance to get married, but her parents continue with wedding preparations. She receives a sealed letter from someone offering her and her mother a place of safety during an impending attack, but her mother refuses to leave and threatens to tell her father if Judith chooses to leave. After leaving her home and finding refuge in a farmhouse, Judith becomes close friends with Sarah and is content in her new life. She anticipates the day when her husband, John, will join her and give her a son. A group of elegantly dressed men on horseback, including serving-men and guides, ride into the small village of Marygreen, capturing the attention of the young girls and causing some of them to gossip about a woman named Amber St. Clare.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-1.0	summary	Amber St. Clare arrives at the inn and helps Mrs. Poterell with her preparations, catching the attention of the men in the room, specifically Almsbury, while the other man remains occupied with the dice game.	8175	375	7	258	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-1.0	prediction	Amber engages in conversation with Almsbury who is interested in her, while the other man remains oblivious.	8175	375	8	258	The small room is filled with tense, anxious women witnessing the birth of a baby. The mother expresses disappointment upon learning she has had a girl instead of a boy. John goes away to school and travels, while Judith grows up and they fall in love. Their wedding is planned for August but is canceled due to the outbreak of war. Judith pleads with John to take her with him when he goes away to war, but John insists that they must wait and promises to come back to her someday. Judith expresses her dislike for the Earl and her reluctance to get married, but her parents continue with wedding preparations. She receives a sealed letter from someone offering her and her mother a place of safety during an impending attack, but her mother refuses to leave and threatens to tell her father if Judith chooses to leave. After leaving her home and finding refuge in a farmhouse, Judith becomes close friends with Sarah and is content in her new life. She anticipates the day when her husband, John, will join her and give her a son. A group of elegantly dressed men on horseback, including serving-men and guides, ride into the small village of Marygreen, capturing the attention of the young girls and causing some of them to gossip about a woman named Amber St. Clare. Lisbeth is questioned by a group of elegantly dressed men on horseback about a good tavern in the area, and after a brief interaction, the men ride off to the inn.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-1.0	summary	Lord Carlton introduces himself to Amber St. Clare and informs her that the King is coming soon. Amber is in awe and admiration of him.	9197	429	8	293	
