filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00022193.txt	Neuromancer	William Gibson	Turbo-7-1.0	summary	The passage introduces the protagonist, Case, as he enters a bar called the Chat in Chiba City. He interacts with the bartender, Ratz, and a prostitute. Case is bitter about his inability to access cyberspace and is haunted by his past mistakes.	1015	56	0	0	
00022193.txt	Neuromancer	William Gibson	Turbo-7-1.0	prediction	"Ratz tells Case about seeing ""Miss Linda Lee,"" but Case denies having a girlfriend. After leaving the bar, Case walks through the crowded streets and reflects on his past as a skilled hacker and thief. He remembers his moment of downfall and the damage done to his nervous system with a mycotoxin, but remains determined to navigate the dark underbelly of the city."	1015	56	1	0	
00022193.txt	Neuromancer	William Gibson	Turbo-7-1.0	summary	Case recounts his desperate attempts to find a cure in Chiba but ends up sleeping in cheap coffins near the port.	2020	95	1	42	
00022193.txt	Neuromancer	William Gibson	Turbo-7-1.0	prediction	Fueled by a death wish, Case continues his reckless lifestyle while recalling his past with Linda Lee, fearing their connection.	2020	95	2	42	The passage introduces the protagonist, Case, as he enters a bar called the Chat in Chiba City. He interacts with the bartender, Ratz, and a prostitute. Case is bitter about his inability to access cyberspace and is haunted by his past mistakes.
00022193.txt	Neuromancer	William Gibson	Turbo-7-1.0	summary	Case watches Linda as her personality fragments and sees her addiction, while reminiscing about his past and taking drugs at the bar.	3021	153	2	63	
00022193.txt	Neuromancer	William Gibson	Turbo-7-1.0	prediction	Linda warns Case about Wage, and Case gives her money to give to him. He contemplates the city and wonders if Wage will try to kill him.	3021	153	3	63	The passage introduces the protagonist, Case, as he enters a bar called the Chat in Chiba City. He interacts with the bartender, Ratz, and a prostitute. Case is bitter about his inability to access cyberspace and is haunted by his past mistakes. Case recounts his desperate attempts to find a cure in Chiba but ends up sleeping in cheap coffins near the port.
00022193.txt	Neuromancer	William Gibson	Turbo-7-1.0	summary	Case visits Julius Deane's office in Ninsei to discuss rumors that his supplier, Wage, wants to kill him.	4028	208	3	85	
00022193.txt	Neuromancer	William Gibson	Turbo-7-1.0	prediction	Case leaves Deane's office and encounters the person tailing him, resulting in a confrontation or escape.	4028	208	4	85	The passage introduces the protagonist, Case, as he enters a bar called the Chat in Chiba City. He interacts with the bartender, Ratz, and a prostitute. Case is bitter about his inability to access cyberspace and is haunted by his past mistakes. Case recounts his desperate attempts to find a cure in Chiba but ends up sleeping in cheap coffins near the port. Case watches Linda as her personality fragments and sees her addiction, while reminiscing about his past and taking drugs at the bar.
00022193.txt	Neuromancer	William Gibson	Turbo-7-1.0	summary	"Case purchases a weapon called ""Cobra"" and hides it as he enters the Chat, where he talks to Lonny Zone about Wage and his joeboys."	5031	270	4	103	
00022193.txt	Neuromancer	William Gibson	Turbo-7-1.0	prediction	"Case confronts Wage and his big boys, using the ""Cobra"" weapon he acquired, to protect himself and possibly seek revenge."	5031	270	5	103	The passage introduces the protagonist, Case, as he enters a bar called the Chat in Chiba City. He interacts with the bartender, Ratz, and a prostitute. Case is bitter about his inability to access cyberspace and is haunted by his past mistakes. Case recounts his desperate attempts to find a cure in Chiba but ends up sleeping in cheap coffins near the port. Case watches Linda as her personality fragments and sees her addiction, while reminiscing about his past and taking drugs at the bar. Case visits Julius Deane's office in Ninsei to discuss rumors that his supplier, Wage, wants to kill him.
