filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	summary	The small room is filled with tense anticipation as a woman gives birth to a baby girl, disappointing her and causing her to drift into a dream-like state of relaxation.	1020	43	0	0	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	prediction	Judith gradually embraces her daughter and finds joy in motherhood, while also cherishing her relationship with John.	1020	43	1	0	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	summary	John Mainwaring goes away to school and travels in Europe, falls in love with Judith, and they plan to get married, but their plans are disrupted by the outbreak of the civil war.	2037	91	1	30	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	prediction	Judith and John continue to be separated by the civil war, but they remain deeply in love and determined to be together, finding ways to communicate and secretly meet, cherishing their time together and hoping for the war to end soon so they can finally be married.	2037	91	2	30	The small room is filled with tense anticipation as a woman gives birth to a baby girl, disappointing her and causing her to drift into a dream-like state of relaxation.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	summary	Judith pleads with John to take her with him as he leaves for war, but he insists they must wait; Judith is devastated but finds solace in their love and the hope of a future together.	3049	151	2	63	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	prediction	Judith discovers she is pregnant and fears her family's reaction; she resolves to find a way to be with John and avoid the shame of having an illegitimate child.	3049	151	3	63	The small room is filled with tense anticipation as a woman gives birth to a baby girl, disappointing her and causing her to drift into a dream-like state of relaxation. John Mainwaring goes away to school and travels in Europe, falls in love with Judith, and they plan to get married, but their plans are disrupted by the outbreak of the civil war.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	summary	Judith, who is pregnant and in constant fear, receives a sealed letter from someone she believes is John, offering to take her and her mother to safety, but her mother refuses to leave their home and threatens to tell her father if Judith chooses to go.	4088	202	3	99	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	prediction	Judith, torn between love and loyalty, secretly leaves with the person who sent the letter, hoping to find safety and reunite with John, but her departure leads to a confrontation with her mother and the potential loss of her family forever.	4088	202	4	99	The small room is filled with tense anticipation as a woman gives birth to a baby girl, disappointing her and causing her to drift into a dream-like state of relaxation. John Mainwaring goes away to school and travels in Europe, falls in love with Judith, and they plan to get married, but their plans are disrupted by the outbreak of the civil war. Judith pleads with John to take her with him as he leaves for war, but he insists they must wait; Judith is devastated but finds solace in their love and the hope of a future together.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	summary	Judith, disguised as John's wife, leaves her home and finds refuge in a farmhouse in Essex, where she forms a close bond with Sarah Goodegroome and feels a sense of security and happiness.	5127	249	4	145	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	prediction	Judith settles in the farmhouse, awaiting John's return, but complications during childbirth put her life at risk as she pleads for help, desperately hoping to survive for her daughter's sake.	5127	249	5	145	The small room is filled with tense anticipation as a woman gives birth to a baby girl, disappointing her and causing her to drift into a dream-like state of relaxation. John Mainwaring goes away to school and travels in Europe, falls in love with Judith, and they plan to get married, but their plans are disrupted by the outbreak of the civil war. Judith pleads with John to take her with him as he leaves for war, but he insists they must wait; Judith is devastated but finds solace in their love and the hope of a future together. Judith, who is pregnant and in constant fear, receives a sealed letter from someone she believes is John, offering to take her and her mother to safety, but her mother refuses to leave their home and threatens to tell her father if Judith chooses to go.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	summary	The passage describes the peaceful and picturesque village of Marygreen, with its cottages, blooming flowers, and idyllic atmosphere, as a group of young girls engage in gossip and observe a group of well-dressed men on horseback approaching.	6132	289	5	178	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	prediction	The Cavaliers interact with the girls and inquire about a place to eat, possibly leading to further interactions and events in the village.	6132	289	6	178	The small room is filled with tense anticipation as a woman gives birth to a baby girl, disappointing her and causing her to drift into a dream-like state of relaxation. John Mainwaring goes away to school and travels in Europe, falls in love with Judith, and they plan to get married, but their plans are disrupted by the outbreak of the civil war. Judith pleads with John to take her with him as he leaves for war, but he insists they must wait; Judith is devastated but finds solace in their love and the hope of a future together. Judith, who is pregnant and in constant fear, receives a sealed letter from someone she believes is John, offering to take her and her mother to safety, but her mother refuses to leave their home and threatens to tell her father if Judith chooses to go. Judith, disguised as John's wife, leaves her home and finds refuge in a farmhouse in Essex, where she forms a close bond with Sarah Goodegroome and feels a sense of security and happiness.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	summary	Lisbeth and a group of young girls encounter a group of well-dressed men on horseback who are looking for a tavern, and Amber St. Clare catches the attention of one of the men.	7141	331	6	215	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	prediction	Amber St. Clare and Almsbury have a conversation and develop a connection, potentially leading to further interactions and exploration of their mutual attraction.	7141	331	7	215	The small room is filled with tense anticipation as a woman gives birth to a baby girl, disappointing her and causing her to drift into a dream-like state of relaxation. John Mainwaring goes away to school and travels in Europe, falls in love with Judith, and they plan to get married, but their plans are disrupted by the outbreak of the civil war. Judith pleads with John to take her with him as he leaves for war, but he insists they must wait; Judith is devastated but finds solace in their love and the hope of a future together. Judith, who is pregnant and in constant fear, receives a sealed letter from someone she believes is John, offering to take her and her mother to safety, but her mother refuses to leave their home and threatens to tell her father if Judith chooses to go. Judith, disguised as John's wife, leaves her home and finds refuge in a farmhouse in Essex, where she forms a close bond with Sarah Goodegroome and feels a sense of security and happiness. The passage describes the peaceful and picturesque village of Marygreen, with its cottages, blooming flowers, and idyllic atmosphere, as a group of young girls engage in gossip and observe a group of well-dressed men on horseback approaching.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	summary	Amber St. Clare arrives at the inn and catches the attention of Lord Almsbury, who is engrossed in a game of dice with his companions.	8175	375	7	248	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	prediction	Lord Almsbury invites Amber to join him and his companions, and they engage in conversation while the other man, who has not yet noticed her, continues to play dice.	8175	375	8	248	The small room is filled with tense anticipation as a woman gives birth to a baby girl, disappointing her and causing her to drift into a dream-like state of relaxation. John Mainwaring goes away to school and travels in Europe, falls in love with Judith, and they plan to get married, but their plans are disrupted by the outbreak of the civil war. Judith pleads with John to take her with him as he leaves for war, but he insists they must wait; Judith is devastated but finds solace in their love and the hope of a future together. Judith, who is pregnant and in constant fear, receives a sealed letter from someone she believes is John, offering to take her and her mother to safety, but her mother refuses to leave their home and threatens to tell her father if Judith chooses to go. Judith, disguised as John's wife, leaves her home and finds refuge in a farmhouse in Essex, where she forms a close bond with Sarah Goodegroome and feels a sense of security and happiness. The passage describes the peaceful and picturesque village of Marygreen, with its cottages, blooming flowers, and idyllic atmosphere, as a group of young girls engage in gossip and observe a group of well-dressed men on horseback approaching. Lisbeth and a group of young girls encounter a group of well-dressed men on horseback who are looking for a tavern, and Amber St. Clare catches the attention of one of the men.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	summary	Amber St. Clare meets Lord Carlton and Lord Almsbury at the inn, where they discuss the return of the King and the upcoming May Fair in Heathstone.	9197	429	8	273	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0	prediction	Amber convinces Lord Almsbury to attend the Heathstone May Fair with her, and they spend the day together, enjoying the festivities and growing closer.	9197	429	9	273	The small room is filled with tense anticipation as a woman gives birth to a baby girl, disappointing her and causing her to drift into a dream-like state of relaxation. John Mainwaring goes away to school and travels in Europe, falls in love with Judith, and they plan to get married, but their plans are disrupted by the outbreak of the civil war. Judith pleads with John to take her with him as he leaves for war, but he insists they must wait; Judith is devastated but finds solace in their love and the hope of a future together. Judith, who is pregnant and in constant fear, receives a sealed letter from someone she believes is John, offering to take her and her mother to safety, but her mother refuses to leave their home and threatens to tell her father if Judith chooses to go. Judith, disguised as John's wife, leaves her home and finds refuge in a farmhouse in Essex, where she forms a close bond with Sarah Goodegroome and feels a sense of security and happiness. The passage describes the peaceful and picturesque village of Marygreen, with its cottages, blooming flowers, and idyllic atmosphere, as a group of young girls engage in gossip and observe a group of well-dressed men on horseback approaching. Lisbeth and a group of young girls encounter a group of well-dressed men on horseback who are looking for a tavern, and Amber St. Clare catches the attention of one of the men. Amber St. Clare arrives at the inn and catches the attention of Lord Almsbury, who is engrossed in a game of dice with his companions.
