filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00025340.txt	Clockers	Richard Price	Turbo-0.5	summary	Strike observes a young girl named Shanelle or Shanette trying to work up the nerve to approach him, while reflecting on his troubled day and the dynamics of his surroundings.	1004	34	0	0	
00025340.txt	Clockers	Richard Price	Turbo-0.5	prediction	The scrawny white guy returns with the bottles, but Strike suspects he may be an undercover cop. Strike confronts the guy to uncover his true intentions.	1004	34	1	0	
00025340.txt	Clockers	Richard Price	Turbo-0.5	summary	Strike reflects on his crew's dynamics and warns them about getting involved with girls, while observing a girl named Shanelle approaching him and getting rejected.	2011	89	1	30	
00025340.txt	Clockers	Richard Price	Turbo-0.5	prediction	Shanelle, determined to prove herself to Strike, decides to find a way to make money and show him that she can contribute to the crew's activities.	2011	89	2	30	Strike observes a young girl named Shanelle or Shanette trying to work up the nerve to approach him, while reflecting on his troubled day and the dynamics of his surroundings.
00025340.txt	Clockers	Richard Price	Turbo-0.5	summary	Strike observes a drug deal taking place on the street, while the police move in to arrest the buyer and the dealers scatter.	3026	132	2	55	
00025340.txt	Clockers	Richard Price	Turbo-0.5	prediction	Strike contemplates his options to get off the street and deal weight like Rodney, while the police arrest a buyer and question Strike's crew members.	3026	132	3	55	Strike observes a young girl named Shanelle or Shanette trying to work up the nerve to approach him, while reflecting on his troubled day and the dynamics of his surroundings. Strike reflects on his crew's dynamics and warns them about getting involved with girls, while observing a girl named Shanelle approaching him and getting rejected.
00025340.txt	Clockers	Richard Price	Turbo-0.5	summary	Peanut does a dance and Big Chief teases him, while Strike reflects on his experiences with white people and the dynamics of the neighborhood.	4033	184	3	78	
00025340.txt	Clockers	Richard Price	Turbo-0.5	prediction	Big Chief and Thumper humiliate Strike during a search, causing him to become more frustrated and angry. Peanut's actions suggest that he might be in danger.	4033	184	4	78	Strike observes a young girl named Shanelle or Shanette trying to work up the nerve to approach him, while reflecting on his troubled day and the dynamics of his surroundings. Strike reflects on his crew's dynamics and warns them about getting involved with girls, while observing a girl named Shanelle approaching him and getting rejected. Strike observes a drug deal taking place on the street, while the police move in to arrest the buyer and the dealers scatter.
00025340.txt	Clockers	Richard Price	Turbo-0.5	summary	Thumper forces Strike to shake his hand and challenges him to say a tongue twister. Big Chief steals candy from Futon's jar and playfully teases him. The Word is caught with money and Big Chief takes it from him.	5043	247	4	102	
00025340.txt	Clockers	Richard Price	Turbo-0.5	prediction	Thumper leaves Strike, who considers distancing himself from his current companions. Strike tries to intimidate The Word, but fails. Crunch engages in a staring contest with a young boy, and they end up laughing together.	5043	247	5	102	Strike observes a young girl named Shanelle or Shanette trying to work up the nerve to approach him, while reflecting on his troubled day and the dynamics of his surroundings. Strike reflects on his crew's dynamics and warns them about getting involved with girls, while observing a girl named Shanelle approaching him and getting rejected. Strike observes a drug deal taking place on the street, while the police move in to arrest the buyer and the dealers scatter. Peanut does a dance and Big Chief teases him, while Strike reflects on his experiences with white people and the dynamics of the neighborhood.
00025340.txt	Clockers	Richard Price	Turbo-0.5	summary	Strike is approached by a girl named Shanelle again, while Big Chief makes a gun gesture and says goodbye. Rodney pulls up in a rust-colored Caddy and talks to Strike about the arrest of the Woo-Word. Strike agrees to meet Rodney later at the store.	6067	300	5	141	
00025340.txt	Clockers	Richard Price	Turbo-0.5	prediction	Rodney and Strike meet at the store and discuss Strike's health and lifestyle. Strike feels repulsed by Rodney's appearance and mannerisms.	6067	300	6	141	Strike observes a young girl named Shanelle or Shanette trying to work up the nerve to approach him, while reflecting on his troubled day and the dynamics of his surroundings. Strike reflects on his crew's dynamics and warns them about getting involved with girls, while observing a girl named Shanelle approaching him and getting rejected. Strike observes a drug deal taking place on the street, while the police move in to arrest the buyer and the dealers scatter. Peanut does a dance and Big Chief teases him, while Strike reflects on his experiences with white people and the dynamics of the neighborhood. Thumper forces Strike to shake his hand and challenges him to say a tongue twister. Big Chief steals candy from Futon's jar and playfully teases him. The Word is caught with money and Big Chief takes it from him.
00025340.txt	Clockers	Richard Price	Turbo-0.5	summary	Strike observes Popeye, a pipehead, shuffling near the bench and reminiscing about a past encounter with him. Strike contemplates the police schedule and decides to leave before 8 pm, taking a catalog from Futon and heading towards his car.	7071	337	6	186	
00025340.txt	Clockers	Richard Price	Turbo-0.5	prediction	Strike meets with Rodney at his store to discuss their plans for the night, involving the stolen bottles. Meanwhile, Strike considers giving Tyrone, the boy who stared down Crunch, a street name and involving him in their crew.	7071	337	7	186	Strike observes a young girl named Shanelle or Shanette trying to work up the nerve to approach him, while reflecting on his troubled day and the dynamics of his surroundings. Strike reflects on his crew's dynamics and warns them about getting involved with girls, while observing a girl named Shanelle approaching him and getting rejected. Strike observes a drug deal taking place on the street, while the police move in to arrest the buyer and the dealers scatter. Peanut does a dance and Big Chief teases him, while Strike reflects on his experiences with white people and the dynamics of the neighborhood. Thumper forces Strike to shake his hand and challenges him to say a tongue twister. Big Chief steals candy from Futon's jar and playfully teases him. The Word is caught with money and Big Chief takes it from him. Strike is approached by a girl named Shanelle again, while Big Chief makes a gun gesture and says goodbye. Rodney pulls up in a rust-colored Caddy and talks to Strike about the arrest of the Woo-Word. Strike agrees to meet Rodney later at the store.
00025340.txt	Clockers	Richard Price	Turbo-0.5	summary	Strike reflects on his living situation and the dangers of his profession, recalling a past incident where he used physical force instead of a gun, and then encounters a plainclothes cop who asks him to deliver a message to Rodney.	8083	379	7	225	
00025340.txt	Clockers	Richard Price	Turbo-0.5	prediction	Strike drives to Rodney's store and delivers the cop's message, feeling relieved and suspicious. He discusses the encounter with Rodney, trying to figure out the cop's identity and intentions.	8083	379	8	225	Strike observes a young girl named Shanelle or Shanette trying to work up the nerve to approach him, while reflecting on his troubled day and the dynamics of his surroundings. Strike reflects on his crew's dynamics and warns them about getting involved with girls, while observing a girl named Shanelle approaching him and getting rejected. Strike observes a drug deal taking place on the street, while the police move in to arrest the buyer and the dealers scatter. Peanut does a dance and Big Chief teases him, while Strike reflects on his experiences with white people and the dynamics of the neighborhood. Thumper forces Strike to shake his hand and challenges him to say a tongue twister. Big Chief steals candy from Futon's jar and playfully teases him. The Word is caught with money and Big Chief takes it from him. Strike is approached by a girl named Shanelle again, while Big Chief makes a gun gesture and says goodbye. Rodney pulls up in a rust-colored Caddy and talks to Strike about the arrest of the Woo-Word. Strike agrees to meet Rodney later at the store. Strike observes Popeye, a pipehead, shuffling near the bench and reminiscing about a past encounter with him. Strike contemplates the police schedule and decides to leave before 8 pm, taking a catalog from Futon and heading towards his car.
00025340.txt	Clockers	Richard Price	Turbo-0.5	summary	Strike reflects on his rules for survival in the dangerous drug business and his relationship with Rodney, the owner of a store called Rodney's Place.	9095	419	8	265	
