filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-0	summary	The Death Star, a massive battle station, floats above the green moon Endor, while an Imperial shuttle approaches it with a sense of urgency.	1029	57	0	0	
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-0	prediction	The Death Star commander, Moff Jerjerrod, receives an unexpected visit from Darth Vader, who expresses the Emperor's concern about the station's progress and threatens to take action to ensure it stays on schedule.	1029	57	1	0	
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-0	summary	Vader threatens Commander Jerjerrod to double his efforts in preparation for the Emperor's arrival, revealing that the Rebel fleet has gathered for a final battle. Meanwhile, on Tatooine, a shrouded figure works on a strange device while the droids, Artoo-Detoo and See-Threepio, approach Jabba's palace.	2039	117	1	24	
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-0	prediction	The massive iron door slowly rises, allowing Artoo-Detoo and See-Threepio to enter Jabba's palace, where they will encounter new challenges and potentially find a way to deliver their message to Master Luke.	2039	117	2	24	The Death Star, a massive battle station, floats above the green moon Endor, while an Imperial shuttle approaches it with a sense of urgency.
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-0	summary	Threepio and Artoo-Detoo enter Jabba's palace, encountering guards and Bib Fortuna, and eventually find themselves in the throne room with the repulsive ruler, Jabba the Hutt.	3052	170	2	69	
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-0	prediction	Jabba the Hutt summons the two terrified droids to stand before him, and they present a hologram message of Luke Skywalker.	3052	170	3	69	The Death Star, a massive battle station, floats above the green moon Endor, while an Imperial shuttle approaches it with a sense of urgency. Vader threatens Commander Jerjerrod to double his efforts in preparation for the Emperor's arrival, revealing that the Rebel fleet has gathered for a final battle. Meanwhile, on Tatooine, a shrouded figure works on a strange device while the droids, Artoo-Detoo and See-Threepio, approach Jabba's palace.
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-0	summary	Luke Skywalker presents himself as a giant hologram to Jabba the Hutt, offering to bargain for Han Solo's life, but Jabba refuses and keeps Han frozen in carbonite. Threepio and Artoo are taken to the dungeon, where they encounter a sadistic robot named EV-9D9.	4060	237	3	95	
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-0	prediction	Threepio is taken to the main audience chamber and Artoo is assigned to work on Jabba's Sail Barge. Oola, a captive dancer, refuses Jabba's advances and is thrown into a pit.	4060	237	4	95	The Death Star, a massive battle station, floats above the green moon Endor, while an Imperial shuttle approaches it with a sense of urgency. Vader threatens Commander Jerjerrod to double his efforts in preparation for the Emperor's arrival, revealing that the Rebel fleet has gathered for a final battle. Meanwhile, on Tatooine, a shrouded figure works on a strange device while the droids, Artoo-Detoo and See-Threepio, approach Jabba's palace. Threepio and Artoo-Detoo enter Jabba's palace, encountering guards and Bib Fortuna, and eventually find themselves in the throne room with the repulsive ruler, Jabba the Hutt.
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-0	summary	Jabba the Hutt watches as a dancer is killed, Chewbacca is brought in as a captive, and negotiations begin between Jabba and the bounty hunter Boushh.	5067	303	4	139	
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-0	prediction	Jabba agrees to pay the bounty hunter thirty-five thousand and invites him to join the celebration, while Chewbacca is led away by the guards. Lando Calrissian, disguised as a skiff guard, recognizes Chewbacca and plans to free Han Solo from Jabba's imprisonment.	5067	303	5	139	The Death Star, a massive battle station, floats above the green moon Endor, while an Imperial shuttle approaches it with a sense of urgency. Vader threatens Commander Jerjerrod to double his efforts in preparation for the Emperor's arrival, revealing that the Rebel fleet has gathered for a final battle. Meanwhile, on Tatooine, a shrouded figure works on a strange device while the droids, Artoo-Detoo and See-Threepio, approach Jabba's palace. Threepio and Artoo-Detoo enter Jabba's palace, encountering guards and Bib Fortuna, and eventually find themselves in the throne room with the repulsive ruler, Jabba the Hutt. Luke Skywalker presents himself as a giant hologram to Jabba the Hutt, offering to bargain for Han Solo's life, but Jabba refuses and keeps Han frozen in carbonite. Threepio and Artoo are taken to the dungeon, where they encounter a sadistic robot named EV-9D9.
