filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00022982.txt	Zoya	Danielle Steele	Turbo-0.5	summary	Zoya, a young girl, is traveling in a troika to visit her cousin Marie at the Alexander Palace, despite promising her mother she wouldn't.	1010	47	0	0	
00022982.txt	Zoya	Danielle Steele	Turbo-0.5	prediction	Zoya arrives at the Alexander Palace and enjoys tea with her cousin Marie, catching up on their shared passions and dreams.	1010	47	1	0	
00022982.txt	Zoya	Danielle Steele	Turbo-0.5	summary	Zoya arrives at the Alexander Palace to visit her cousin Marie, who is sick with the measles, and they discuss the illness and their plans for the day.	2012	94	1	24	
00022982.txt	Zoya	Danielle Steele	Turbo-0.5	prediction	Zoya and Marie spend the day together in the palace, discussing their shared love for fashion and outings. They express disappointment that they won't be able to go to town with Aunt Olga due to Marie's sisters being sick.	2012	94	2	24	Zoya, a young girl, is traveling in a troika to visit her cousin Marie at the Alexander Palace, despite promising her mother she wouldn't.
00022982.txt	Zoya	Danielle Steele	Turbo-0.5	summary	Zoya and her cousin Marie discuss their gowns and share stories while braiding each other's hair, enjoying their privileged lives in Imperial Russia.	3025	146	2	52	
00022982.txt	Zoya	Danielle Steele	Turbo-0.5	prediction	Zoya and Marie bond over their shared pleasures and discuss the war and Marie's brother's illness. Zoya expresses her dreams of doing something wonderful with her ballet skills, sparking a sense of ambition in her.	3025	146	3	52	Zoya, a young girl, is traveling in a troika to visit her cousin Marie at the Alexander Palace, despite promising her mother she wouldn't. Zoya arrives at the Alexander Palace to visit her cousin Marie, who is sick with the measles, and they discuss the illness and their plans for the day.
00022982.txt	Zoya	Danielle Steele	Turbo-0.5	summary	Zoya and her cousin Marie discuss forbidden topics and their dreams of marriage and children, unaware of the presence of the Empress Alexandra in the room.	4036	198	3	75	
00022982.txt	Zoya	Danielle Steele	Turbo-0.5	prediction	The Empress Alexandra will inquire about Zoya's visit and what she will tell her mother. They will discuss Zoya's disobedience and the consequences she may face. The Empress might offer guidance or advice to Zoya.	4036	198	4	75	Zoya, a young girl, is traveling in a troika to visit her cousin Marie at the Alexander Palace, despite promising her mother she wouldn't. Zoya arrives at the Alexander Palace to visit her cousin Marie, who is sick with the measles, and they discuss the illness and their plans for the day. Zoya and her cousin Marie discuss their gowns and share stories while braiding each other's hair, enjoying their privileged lives in Imperial Russia.
00022982.txt	Zoya	Danielle Steele	Turbo-0.5	summary	Zoya receives a puppy named Sava as a gift from her cousin Marie and the Empress Alexandra, and they discuss Zoya's mother's dislike for dogs.	5043	247	4	101	
00022982.txt	Zoya	Danielle Steele	Turbo-0.5	prediction	Zoya takes Sava home in her coat and tries to keep her hidden, but her mother eventually discovers the puppy and becomes furious.	5043	247	5	101	Zoya, a young girl, is traveling in a troika to visit her cousin Marie at the Alexander Palace, despite promising her mother she wouldn't. Zoya arrives at the Alexander Palace to visit her cousin Marie, who is sick with the measles, and they discuss the illness and their plans for the day. Zoya and her cousin Marie discuss their gowns and share stories while braiding each other's hair, enjoying their privileged lives in Imperial Russia. Zoya and her cousin Marie discuss forbidden topics and their dreams of marriage and children, unaware of the presence of the Empress Alexandra in the room.
