filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00022193.txt	Neuromancer	William Gibson	Turbo4	summary	The passage introduces Case, a former cowboy and thief, who is now in Chiba City. He visits the Chatsubo, a bar for expatriates, where he interacts with Ratz, the bartender, and a prostitute. Case is bitter about his damaged nervous system and dreams of cyberspace.	1015	56	0	0	
00022193.txt	Neuromancer	William Gibson	Turbo4	prediction	Case struggles with his damaged nervous system and dreams of cyberspace, while facing new challenges and opportunities in Chiba City.	1015	56	1	0	
00022193.txt	Neuromancer	William Gibson	Turbo4	summary	Case, a former cowboy and thief, reflects on his damaged nervous system and his dreams of finding a cure in Chiba City, where he has already spent his money on failed medical consultations. He now sleeps in cheap coffins near the port in Night City, a dangerous and cutthroat place.	2020	95	1	45	
00022193.txt	Neuromancer	William Gibson	Turbo4	prediction	Case lives on the edge in Night City, expecting his self-destruction to be imminent, while being haunted by memories of Linda Lee, a woman he met in an arcade.	2020	95	2	45	The passage introduces Case, a former cowboy and thief, who is now in Chiba City. He visits the Chatsubo, a bar for expatriates, where he interacts with Ratz, the bartender, and a prostitute. Case is bitter about his damaged nervous system and dreams of cyberspace.
00022193.txt	Neuromancer	William Gibson	Turbo4	summary	Case watches Linda, a prostitute, as her personality fragments and she becomes consumed by addiction. They have a conversation about their lives and Case gives her money.	3021	153	2	95	
00022193.txt	Neuromancer	William Gibson	Turbo4	prediction	Linda uses the money to pay off her debt to Wage, while Case continues to navigate the dangerous streets of Night City, facing threats and trying to survive.	3021	153	3	95	The passage introduces Case, a former cowboy and thief, who is now in Chiba City. He visits the Chatsubo, a bar for expatriates, where he interacts with Ratz, the bartender, and a prostitute. Case is bitter about his damaged nervous system and dreams of cyberspace. Case, a former cowboy and thief, reflects on his damaged nervous system and his dreams of finding a cure in Chiba City, where he has already spent his money on failed medical consultations. He now sleeps in cheap coffins near the port in Night City, a dangerous and cutthroat place.
00022193.txt	Neuromancer	William Gibson	Turbo4	summary	Case visits Julius Deane, a 135-year-old importer, to seek information about Wage wanting to kill him.	4028	208	3	122	
00022193.txt	Neuromancer	William Gibson	Turbo4	prediction	Case leaves Deane's office and senses someone following him. He tries to maintain his composure and finds a darkened display window to pause by.	4028	208	4	122	The passage introduces Case, a former cowboy and thief, who is now in Chiba City. He visits the Chatsubo, a bar for expatriates, where he interacts with Ratz, the bartender, and a prostitute. Case is bitter about his damaged nervous system and dreams of cyberspace. Case, a former cowboy and thief, reflects on his damaged nervous system and his dreams of finding a cure in Chiba City, where he has already spent his money on failed medical consultations. He now sleeps in cheap coffins near the port in Night City, a dangerous and cutthroat place. Case watches Linda, a prostitute, as her personality fragments and she becomes consumed by addiction. They have a conversation about their lives and Case gives her money.
00022193.txt	Neuromancer	William Gibson	Turbo4	summary	Case visits a surgical boutique and purchases a weapon called a cobra, which he conceals on his person. He then goes to the Chatsubo bar and talks to Lonny Zone about Wage.	5031	270	4	138	
00022193.txt	Neuromancer	William Gibson	Turbo4	prediction	Case encounters Wage and his joeboys in the Namban, leading to a confrontation where he uses the cobra weapon. He then continues his search for information about Wage's intentions and the reason behind the attempt on his life.	5031	270	5	138	The passage introduces Case, a former cowboy and thief, who is now in Chiba City. He visits the Chatsubo, a bar for expatriates, where he interacts with Ratz, the bartender, and a prostitute. Case is bitter about his damaged nervous system and dreams of cyberspace. Case, a former cowboy and thief, reflects on his damaged nervous system and his dreams of finding a cure in Chiba City, where he has already spent his money on failed medical consultations. He now sleeps in cheap coffins near the port in Night City, a dangerous and cutthroat place. Case watches Linda, a prostitute, as her personality fragments and she becomes consumed by addiction. They have a conversation about their lives and Case gives her money. Case visits Julius Deane, a 135-year-old importer, to seek information about Wage wanting to kill him.
