filename	title	author	mode	text	wordindex	sentindex	passindex	chunkindex	recaplen	recaptext	passage_length	divide_type
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	A group of friends on a yacht in the 1850s decides to have a paper boat race to entertain themselves while becalmed in the ocean, using a distant object as a point of arrival.	918	53	0	0	0		918	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	As the paper boats float in the water, a sudden gust of wind catches the red and white boats, propelling them further away from the yacht and causing excitement among the observers.	918	53	0	1	0		918	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	A group of friends on a yacht discover a cylindrical metal object floating in the water, sparking excitement and speculation about its contents and origin.	1797	114	0	1	34		879	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	Intrigued by the copper cylinder they found, the group decides to open it and discover its mysterious contents.	1797	114	0	2	34	A group of friends on a yacht in the 1850s decides to have a paper boat race to entertain themselves while becalmed in the ocean, using a distant object as a point of arrival.	879	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	The friends on the yacht open the cylindrical metal object and discover two packages, one containing sheets of writing in different languages and the other containing a manuscript detailing the adventures of a man named Adam More, who pleads for the finder to deliver the message and manuscript to his father in England.	2621	167	0	2	59		824	HN
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	As Melick begins reading the manuscript, the group of friends becomes engrossed in the story of Adam More's adventures and the mystery surrounding his fate.	2621	167	0	3	59	A group of friends on a yacht in the 1850s decides to have a paper boat race to entertain themselves while becalmed in the ocean, using a distant object as a point of arrival. A group of friends on a yacht discover a cylindrical metal object floating in the water, sparking excitement and speculation about its contents and origin.	824	HN
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	Adam More recounts his voyage on the ship Trevelyan, their encounter with Desolation Island, and his ill-fated decision to go ashore with the second mate, Agnew, resulting in a dangerous snowstorm and a difficult row back to the ship.	3598	217	0	3	112		977	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	Adam More and Agnew struggle against the worsening weather and rising sea as they desperately row back to the drifting ship, fearing for their lives and the safety of the crew.	3598	217	0	4	112	A group of friends on a yacht in the 1850s decides to have a paper boat race to entertain themselves while becalmed in the ocean, using a distant object as a point of arrival. A group of friends on a yacht discover a cylindrical metal object floating in the water, sparking excitement and speculation about its contents and origin. The friends on the yacht open the cylindrical metal object and discover two packages, one containing sheets of writing in different languages and the other containing a manuscript detailing the adventures of a man named Adam More, who pleads for the finder to deliver the message and manuscript to his father in England.	977	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	Adam More and the second mate, Agnew, row desperately through a blizzard and darkness, guided only by the sound of the ship's signal gun, as they struggle to return to the ship amid rising winds, breaking waves, and blinding snow.	4466	256	0	4	151		868	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	Struggling through the storm and darkness, the friends on the boat continue rowing, hoping to find the ship and survive until morning.	4466	256	0	5	151	A group of friends on a yacht in the 1850s decides to have a paper boat race to entertain themselves while becalmed in the ocean, using a distant object as a point of arrival. A group of friends on a yacht discover a cylindrical metal object floating in the water, sparking excitement and speculation about its contents and origin. The friends on the yacht open the cylindrical metal object and discover two packages, one containing sheets of writing in different languages and the other containing a manuscript detailing the adventures of a man named Adam More, who pleads for the finder to deliver the message and manuscript to his father in England. Adam More recounts his voyage on the ship Trevelyan, their encounter with Desolation Island, and his ill-fated decision to go ashore with the second mate, Agnew, resulting in a dangerous snowstorm and a difficult row back to the ship.	868	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	Adam More and the second mate, Agnew, struggle to row back to their ship through a blizzard and darkness, but find themselves adrift on the ice, debating the direction of the current and drifting without control.	5415	306	0	5	191		949	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	As Adam More and Agnew continue to drift aimlessly on the ice, their debate about the direction of the current intensifies and they struggle to survive in the harsh conditions.	5415	306	0	6	191	A group of friends on a yacht in the 1850s decides to have a paper boat race to entertain themselves while becalmed in the ocean, using a distant object as a point of arrival. A group of friends on a yacht discover a cylindrical metal object floating in the water, sparking excitement and speculation about its contents and origin. The friends on the yacht open the cylindrical metal object and discover two packages, one containing sheets of writing in different languages and the other containing a manuscript detailing the adventures of a man named Adam More, who pleads for the finder to deliver the message and manuscript to his father in England. Adam More recounts his voyage on the ship Trevelyan, their encounter with Desolation Island, and his ill-fated decision to go ashore with the second mate, Agnew, resulting in a dangerous snowstorm and a difficult row back to the ship. Adam More and the second mate, Agnew, row desperately through a blizzard and darkness, guided only by the sound of the ship's signal gun, as they struggle to return to the ship amid rising winds, breaking waves, and blinding snow.	949	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	Adam More and Agnew, stranded on a drifting boat in the Antarctic, spot a distant red glow which they initially mistake for a fire on their ship, but soon realize is an active volcanic eruption on the desolate Antarctic continent.	6296	356	0	6	227		881	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	After landing on the long, low reef, Adam More and Agnew will take the opportunity to rest and assess their situation, contemplating their next move amidst the desolation of the volcanic island.	6296	356	0	7	227	A group of friends on a yacht in the 1850s decides to have a paper boat race to entertain themselves while becalmed in the ocean, using a distant object as a point of arrival. A group of friends on a yacht discover a cylindrical metal object floating in the water, sparking excitement and speculation about its contents and origin. The friends on the yacht open the cylindrical metal object and discover two packages, one containing sheets of writing in different languages and the other containing a manuscript detailing the adventures of a man named Adam More, who pleads for the finder to deliver the message and manuscript to his father in England. Adam More recounts his voyage on the ship Trevelyan, their encounter with Desolation Island, and his ill-fated decision to go ashore with the second mate, Agnew, resulting in a dangerous snowstorm and a difficult row back to the ship. Adam More and the second mate, Agnew, row desperately through a blizzard and darkness, guided only by the sound of the ship's signal gun, as they struggle to return to the ship amid rising winds, breaking waves, and blinding snow. Adam More and the second mate, Agnew, struggle to row back to their ship through a blizzard and darkness, but find themselves adrift on the ice, debating the direction of the current and drifting without control.	881	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	Adam More and the second mate, Agnew, discover the lifeless body of a sailor washed ashore in the Antarctic, prompting them to give him a Christian burial and contemplate the existence of another world beyond their current circumstances.	7267	412	0	7	267		971	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	Adam More and Agnew search the area for any sign of the boat that belonged to the deceased sailor, hoping to find clues to the fate of the other survivors and a means of escape from the desolate Antarctic.	7267	412	0	8	267	A group of friends on a yacht in the 1850s decides to have a paper boat race to entertain themselves while becalmed in the ocean, using a distant object as a point of arrival. A group of friends on a yacht discover a cylindrical metal object floating in the water, sparking excitement and speculation about its contents and origin. The friends on the yacht open the cylindrical metal object and discover two packages, one containing sheets of writing in different languages and the other containing a manuscript detailing the adventures of a man named Adam More, who pleads for the finder to deliver the message and manuscript to his father in England. Adam More recounts his voyage on the ship Trevelyan, their encounter with Desolation Island, and his ill-fated decision to go ashore with the second mate, Agnew, resulting in a dangerous snowstorm and a difficult row back to the ship. Adam More and the second mate, Agnew, row desperately through a blizzard and darkness, guided only by the sound of the ship's signal gun, as they struggle to return to the ship amid rising winds, breaking waves, and blinding snow. Adam More and the second mate, Agnew, struggle to row back to their ship through a blizzard and darkness, but find themselves adrift on the ice, debating the direction of the current and drifting without control. Adam More and Agnew, stranded on a drifting boat in the Antarctic, spot a distant red glow which they initially mistake for a fire on their ship, but soon realize is an active volcanic eruption on the desolate Antarctic continent.	971	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	Adam More and Agnew continue to drift on their boat, debating their direction and destination, as they pass through a channel of volcanic eruptions and eventually realize they are heading towards the South Pole.	8162	473	0	8	305		895	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	Adam More and Agnew continue to drift on the current, heading towards the South Pole, as they marvel at the fiery glow of the distant volcanoes and contemplate the unknown and potentially perilous land that lies ahead.	8162	473	0	9	305	A group of friends on a yacht in the 1850s decides to have a paper boat race to entertain themselves while becalmed in the ocean, using a distant object as a point of arrival. A group of friends on a yacht discover a cylindrical metal object floating in the water, sparking excitement and speculation about its contents and origin. The friends on the yacht open the cylindrical metal object and discover two packages, one containing sheets of writing in different languages and the other containing a manuscript detailing the adventures of a man named Adam More, who pleads for the finder to deliver the message and manuscript to his father in England. Adam More recounts his voyage on the ship Trevelyan, their encounter with Desolation Island, and his ill-fated decision to go ashore with the second mate, Agnew, resulting in a dangerous snowstorm and a difficult row back to the ship. Adam More and the second mate, Agnew, row desperately through a blizzard and darkness, guided only by the sound of the ship's signal gun, as they struggle to return to the ship amid rising winds, breaking waves, and blinding snow. Adam More and the second mate, Agnew, struggle to row back to their ship through a blizzard and darkness, but find themselves adrift on the ice, debating the direction of the current and drifting without control. Adam More and Agnew, stranded on a drifting boat in the Antarctic, spot a distant red glow which they initially mistake for a fire on their ship, but soon realize is an active volcanic eruption on the desolate Antarctic continent. Adam More and the second mate, Agnew, discover the lifeless body of a sailor washed ashore in the Antarctic, prompting them to give him a Christian burial and contemplate the existence of another world beyond their current circumstances.	895	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	Adam More and Agnew continue to drift on their boat through a channel of volcanic eruptions, encountering a desolate and forbidding landscape, until they spot human figures on the shore who appear to be small, shriveled, and hideous.	9070	519	0	9	339		908	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	As Adam More and Agnew continue to drift on the boat, they encounter more of the abhorrent native inhabitants and struggle to resist the urge to land, knowing that their only hope lies in continuing their journey.	9070	519	0	10	339	A group of friends on a yacht in the 1850s decides to have a paper boat race to entertain themselves while becalmed in the ocean, using a distant object as a point of arrival. A group of friends on a yacht discover a cylindrical metal object floating in the water, sparking excitement and speculation about its contents and origin. The friends on the yacht open the cylindrical metal object and discover two packages, one containing sheets of writing in different languages and the other containing a manuscript detailing the adventures of a man named Adam More, who pleads for the finder to deliver the message and manuscript to his father in England. Adam More recounts his voyage on the ship Trevelyan, their encounter with Desolation Island, and his ill-fated decision to go ashore with the second mate, Agnew, resulting in a dangerous snowstorm and a difficult row back to the ship. Adam More and the second mate, Agnew, row desperately through a blizzard and darkness, guided only by the sound of the ship's signal gun, as they struggle to return to the ship amid rising winds, breaking waves, and blinding snow. Adam More and the second mate, Agnew, struggle to row back to their ship through a blizzard and darkness, but find themselves adrift on the ice, debating the direction of the current and drifting without control. Adam More and Agnew, stranded on a drifting boat in the Antarctic, spot a distant red glow which they initially mistake for a fire on their ship, but soon realize is an active volcanic eruption on the desolate Antarctic continent. Adam More and the second mate, Agnew, discover the lifeless body of a sailor washed ashore in the Antarctic, prompting them to give him a Christian burial and contemplate the existence of another world beyond their current circumstances. Adam More and Agnew continue to drift on their boat, debating their direction and destination, as they pass through a channel of volcanic eruptions and eventually realize they are heading towards the South Pole.	908	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	Adam More and Agnew are forced to stop their journey when they reach an impassable barrier of icy cliffs, and are approached by a group of repulsive and emaciated native creatures who show no fear or hostility towards them.	9966	570	0	10	377		896	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	Adam More and Agnew, now surrounded by the native inhabitants, cautiously navigate their way through the towering cliffs and plunge into the unknown chasm, hoping to find a way to continue their journey and escape the desolate landscape.	9966	570	0	11	377	A group of friends on a yacht in the 1850s decides to have a paper boat race to entertain themselves while becalmed in the ocean, using a distant object as a point of arrival. A group of friends on a yacht discover a cylindrical metal object floating in the water, sparking excitement and speculation about its contents and origin. The friends on the yacht open the cylindrical metal object and discover two packages, one containing sheets of writing in different languages and the other containing a manuscript detailing the adventures of a man named Adam More, who pleads for the finder to deliver the message and manuscript to his father in England. Adam More recounts his voyage on the ship Trevelyan, their encounter with Desolation Island, and his ill-fated decision to go ashore with the second mate, Agnew, resulting in a dangerous snowstorm and a difficult row back to the ship. Adam More and the second mate, Agnew, row desperately through a blizzard and darkness, guided only by the sound of the ship's signal gun, as they struggle to return to the ship amid rising winds, breaking waves, and blinding snow. Adam More and the second mate, Agnew, struggle to row back to their ship through a blizzard and darkness, but find themselves adrift on the ice, debating the direction of the current and drifting without control. Adam More and Agnew, stranded on a drifting boat in the Antarctic, spot a distant red glow which they initially mistake for a fire on their ship, but soon realize is an active volcanic eruption on the desolate Antarctic continent. Adam More and the second mate, Agnew, discover the lifeless body of a sailor washed ashore in the Antarctic, prompting them to give him a Christian burial and contemplate the existence of another world beyond their current circumstances. Adam More and Agnew continue to drift on their boat, debating their direction and destination, as they pass through a channel of volcanic eruptions and eventually realize they are heading towards the South Pole. Adam More and Agnew continue to drift on their boat through a channel of volcanic eruptions, encountering a desolate and forbidding landscape, until they spot human figures on the shore who appear to be small, shriveled, and hideous.	896	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	Despite Adam More's repugnance and suspicion, Agnew befriends the repulsive native creatures, who offer them hospitality and a feast of large fowl, leading Agnew to consider going with them to another place, while Adam remains suspicious and fearful.	10832	615	0	11	416		866	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	As Adam More remains in the cave, he grows increasingly suspicious of the natives' intentions and worries for Agnew's safety as he ventures off with them, leading Adam to make a plan to rescue Agnew if necessary.	10832	615	0	12	416	A group of friends on a yacht in the 1850s decides to have a paper boat race to entertain themselves while becalmed in the ocean, using a distant object as a point of arrival. A group of friends on a yacht discover a cylindrical metal object floating in the water, sparking excitement and speculation about its contents and origin. The friends on the yacht open the cylindrical metal object and discover two packages, one containing sheets of writing in different languages and the other containing a manuscript detailing the adventures of a man named Adam More, who pleads for the finder to deliver the message and manuscript to his father in England. Adam More recounts his voyage on the ship Trevelyan, their encounter with Desolation Island, and his ill-fated decision to go ashore with the second mate, Agnew, resulting in a dangerous snowstorm and a difficult row back to the ship. Adam More and the second mate, Agnew, row desperately through a blizzard and darkness, guided only by the sound of the ship's signal gun, as they struggle to return to the ship amid rising winds, breaking waves, and blinding snow. Adam More and the second mate, Agnew, struggle to row back to their ship through a blizzard and darkness, but find themselves adrift on the ice, debating the direction of the current and drifting without control. Adam More and Agnew, stranded on a drifting boat in the Antarctic, spot a distant red glow which they initially mistake for a fire on their ship, but soon realize is an active volcanic eruption on the desolate Antarctic continent. Adam More and the second mate, Agnew, discover the lifeless body of a sailor washed ashore in the Antarctic, prompting them to give him a Christian burial and contemplate the existence of another world beyond their current circumstances. Adam More and Agnew continue to drift on their boat, debating their direction and destination, as they pass through a channel of volcanic eruptions and eventually realize they are heading towards the South Pole. Adam More and Agnew continue to drift on their boat through a channel of volcanic eruptions, encountering a desolate and forbidding landscape, until they spot human figures on the shore who appear to be small, shriveled, and hideous. Adam More and Agnew are forced to stop their journey when they reach an impassable barrier of icy cliffs, and are approached by a group of repulsive and emaciated native creatures who show no fear or hostility towards them.	866	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	Adam is trapped with a group of repulsive cannibalistic creatures who have killed and are preparing to eat a dead body, while he anxiously waits for Agnew to return so they can escape together.	11646	657	0	12	137		814	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	Agnew returns to the cave and confronts Adam, leading to a tense standoff between them and the savage natives as they try to devise a plan to escape and save themselves from the impending cannibalistic fate.	11646	657	0	13	137	A group of friends on a yacht in the 1850s find a cylindrical metal object floating in the water. They open it to discover a manuscript detailing the adventures of a man named Adam More, who pleads for them to deliver the message and manuscript to his father in England. Adam recounts his voyage on the ship Trevelyan, their encounter with Desolation Island, and his ill-fated decision to go ashore with the second mate, Agnew. They struggle to return to the ship through a blizzard, eventually finding themselves adrift on the ice. They spot a volcanic eruption on the desolate Antarctic continent and discover a lifeless body washed ashore. Continuing to drift, they encounter a group of repulsive native creatures and reach an impassable barrier of icy cliffs. Agnew considers going with them, while Adam remains suspicious.	814	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	Adam More, having lost his companion Agnew to the savages, flees for his life while being pursued, eventually finding himself adrift on a boat in a narrow, fast-flowing channel, resigned to his impending death.	12638	718	0	13	171		992	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	prediction	As Adam continues to drift helplessly on the boat, he prepares himself for the inevitable moment of death, resigned to the fact that it will come amid the roar of the waters rather than at the hands of the abhorrent beings who killed Agnew.	12638	718	0	14	171	A group of friends on a yacht in the 1850s find a cylindrical metal object floating in the water. They open it to discover a manuscript detailing the adventures of a man named Adam More, who pleads for them to deliver the message and manuscript to his father in England. Adam recounts his voyage on the ship Trevelyan, their encounter with Desolation Island, and his ill-fated decision to go ashore with the second mate, Agnew. They struggle to return to the ship through a blizzard, eventually finding themselves adrift on the ice. They spot a volcanic eruption on the desolate Antarctic continent and discover a lifeless body washed ashore. Continuing to drift, they encounter a group of repulsive native creatures and reach an impassable barrier of icy cliffs. Agnew considers going with them, while Adam remains suspicious. Adam is trapped with a group of repulsive cannibalistic creatures who have killed and are preparing to eat a dead body, while he anxiously waits for Agnew to return so they can escape together.	992	sentence
chapterbooks/CopperCylinder.txt	A Strange Manuscript Found in a Copper Cylinder	James De Mille	summary	Adrift in darkness, the protagonist contemplates his impending death as he approaches a mysterious glowing red spot that may be his fiery demise.	13507	748	0	14	205		869	sentence
