filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	summary	The old man, Bryan O'Connell, sits exhausted in a telephone booth and makes a call to explain the circumstances to someone important.	1027	39	0	0	
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	prediction	Bryan O'Connell arrives at the office of the person he called and impresses upon them the importance of the circumstances he wants to discuss.	1027	39	1	0	
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	summary	Bryan O'Connell is on the verge of completing a task that has taken him five years, and he is looking forward to retiring and enjoying his well-deserved rest. However, as he crosses the street, he narrowly escapes being hit by a car, unbeknownst to him, saved by a woman who faints.	2050	91	1	22	
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	prediction	Bryan O'Connell heads to meet Breckenridge Barnum to conclude his case, while Dorothy Cochrane discusses a gag and a news story with Breckenridge Barnum in his office.	2050	91	2	22	The old man, Bryan O'Connell, sits exhausted in a telephone booth and makes a call to explain the circumstances to someone important.
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	summary	Breck and Dorothy have a conversation about finishing Breck's book, which he has abandoned for two years, and Dorothy tries to convince him to complete it.	3059	144	2	73	
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	prediction	Breck decides to take Dorothy's advice and resume working on his book, realizing that he shouldn't let two years of work go to waste. He becomes determined to finish it and prove Dorothy wrong about his lack of commitment.	3059	144	3	73	The old man, Bryan O'Connell, sits exhausted in a telephone booth and makes a call to explain the circumstances to someone important. Bryan O'Connell is on the verge of completing a task that has taken him five years, and he is looking forward to retiring and enjoying his well-deserved rest. However, as he crosses the street, he narrowly escapes being hit by a car, unbeknownst to him, saved by a woman who faints.
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	summary	Dorothy convinces Breck to let her read his book, and they make plans to go over it together while enjoying a delicious breakfast.	4066	203	3	99	
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	prediction	Breck and Dorothy spend the next day going over Breck's book, discussing its content and potential. They bond over their shared love for good food and decide to continue working on the book together.	4066	203	4	99	The old man, Bryan O'Connell, sits exhausted in a telephone booth and makes a call to explain the circumstances to someone important. Bryan O'Connell is on the verge of completing a task that has taken him five years, and he is looking forward to retiring and enjoying his well-deserved rest. However, as he crosses the street, he narrowly escapes being hit by a car, unbeknownst to him, saved by a woman who faints. Breck and Dorothy have a conversation about finishing Breck's book, which he has abandoned for two years, and Dorothy tries to convince him to complete it.
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	summary	Breck and Dorothy have a heated argument, but eventually make up and say their goodbyes. Breck settles into his office chair, reflecting on his life and career.	5085	254	4	122	
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	prediction	Breck reflects on his life and career while settling into his office chair. He may receive a phone call or visit from someone related to his work in public relations.	5085	254	5	122	The old man, Bryan O'Connell, sits exhausted in a telephone booth and makes a call to explain the circumstances to someone important. Bryan O'Connell is on the verge of completing a task that has taken him five years, and he is looking forward to retiring and enjoying his well-deserved rest. However, as he crosses the street, he narrowly escapes being hit by a car, unbeknownst to him, saved by a woman who faints. Breck and Dorothy have a conversation about finishing Breck's book, which he has abandoned for two years, and Dorothy tries to convince him to complete it. Dorothy convinces Breck to let her read his book, and they make plans to go over it together while enjoying a delicious breakfast.
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	summary	Breck Barnum receives a phone call from T. Colman Flanders who wants to buy his book about the governor, but Breck lies and says he plans to finish and publish it. Meanwhile, the switchboard operator becomes sick after seeing something in the foyer, and when Breck investigates, he finds Bryan O'Connell dead with a knife in his chest.	6125	325	5	149	
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	prediction	Breck is questioned by the police about O'Connell's murder and begins his own investigation to find the killer and uncover the secrets surrounding the governor's book.	6125	325	6	149	The old man, Bryan O'Connell, sits exhausted in a telephone booth and makes a call to explain the circumstances to someone important. Bryan O'Connell is on the verge of completing a task that has taken him five years, and he is looking forward to retiring and enjoying his well-deserved rest. However, as he crosses the street, he narrowly escapes being hit by a car, unbeknownst to him, saved by a woman who faints. Breck and Dorothy have a conversation about finishing Breck's book, which he has abandoned for two years, and Dorothy tries to convince him to complete it. Dorothy convinces Breck to let her read his book, and they make plans to go over it together while enjoying a delicious breakfast. Breck and Dorothy have a heated argument, but eventually make up and say their goodbyes. Breck settles into his office chair, reflecting on his life and career.
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	summary	Detective Burke questions Miss Hogan about Bryan O'Connell's visits to the office and his request to see Breck Barnum, while Breck worries about the implications of Dorothy's involvement and the strange behavior of T. Colman Flanders.	7144	394	6	207	
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	prediction	Detective Burke interrogates Breck and Dorothy about Bryan O'Connell and the unfinished book, while Breck grows suspicious of Dorothy and questions T. Colman Flanders' intentions.	7144	394	7	207	The old man, Bryan O'Connell, sits exhausted in a telephone booth and makes a call to explain the circumstances to someone important. Bryan O'Connell is on the verge of completing a task that has taken him five years, and he is looking forward to retiring and enjoying his well-deserved rest. However, as he crosses the street, he narrowly escapes being hit by a car, unbeknownst to him, saved by a woman who faints. Breck and Dorothy have a conversation about finishing Breck's book, which he has abandoned for two years, and Dorothy tries to convince him to complete it. Dorothy convinces Breck to let her read his book, and they make plans to go over it together while enjoying a delicious breakfast. Breck and Dorothy have a heated argument, but eventually make up and say their goodbyes. Breck settles into his office chair, reflecting on his life and career. Breck Barnum receives a phone call from T. Colman Flanders who wants to buy his book about the governor, but Breck lies and says he plans to finish and publish it. Meanwhile, the switchboard operator becomes sick after seeing something in the foyer, and when Breck investigates, he finds Bryan O'Connell dead with a knife in his chest.
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	summary	Breck and Lieutenant Burke question Miss Hogan about the events leading up to Bryan O'Connell's murder, and she recalls how she informed Breck about O'Connell's presence in the office.	8149	455	7	243	
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	prediction	Breck and Lieutenant Burke investigate further, questioning other witnesses and collecting evidence to solve Bryan O'Connell's murder.	8149	455	8	243	The old man, Bryan O'Connell, sits exhausted in a telephone booth and makes a call to explain the circumstances to someone important. Bryan O'Connell is on the verge of completing a task that has taken him five years, and he is looking forward to retiring and enjoying his well-deserved rest. However, as he crosses the street, he narrowly escapes being hit by a car, unbeknownst to him, saved by a woman who faints. Breck and Dorothy have a conversation about finishing Breck's book, which he has abandoned for two years, and Dorothy tries to convince him to complete it. Dorothy convinces Breck to let her read his book, and they make plans to go over it together while enjoying a delicious breakfast. Breck and Dorothy have a heated argument, but eventually make up and say their goodbyes. Breck settles into his office chair, reflecting on his life and career. Breck Barnum receives a phone call from T. Colman Flanders who wants to buy his book about the governor, but Breck lies and says he plans to finish and publish it. Meanwhile, the switchboard operator becomes sick after seeing something in the foyer, and when Breck investigates, he finds Bryan O'Connell dead with a knife in his chest. Detective Burke questions Miss Hogan about Bryan O'Connell's visits to the office and his request to see Breck Barnum, while Breck worries about the implications of Dorothy's involvement and the strange behavior of T. Colman Flanders.
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	summary	Detective Burke questions Breck Barnum about the murder of Bryan O'Connell and asks if they had any reason to meet; Breck is unable to provide a motive and expresses confusion about the situation.	9170	509	8	272	
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	prediction	Breck Barnum reflects on O'Connell's murder and questions the motive behind the efforts to prevent them from sharing information; he ponders Dorothy Cochrane's involvement and wonders what important knowledge O'Connell possessed.	9170	509	9	272	The old man, Bryan O'Connell, sits exhausted in a telephone booth and makes a call to explain the circumstances to someone important. Bryan O'Connell is on the verge of completing a task that has taken him five years, and he is looking forward to retiring and enjoying his well-deserved rest. However, as he crosses the street, he narrowly escapes being hit by a car, unbeknownst to him, saved by a woman who faints. Breck and Dorothy have a conversation about finishing Breck's book, which he has abandoned for two years, and Dorothy tries to convince him to complete it. Dorothy convinces Breck to let her read his book, and they make plans to go over it together while enjoying a delicious breakfast. Breck and Dorothy have a heated argument, but eventually make up and say their goodbyes. Breck settles into his office chair, reflecting on his life and career. Breck Barnum receives a phone call from T. Colman Flanders who wants to buy his book about the governor, but Breck lies and says he plans to finish and publish it. Meanwhile, the switchboard operator becomes sick after seeing something in the foyer, and when Breck investigates, he finds Bryan O'Connell dead with a knife in his chest. Detective Burke questions Miss Hogan about Bryan O'Connell's visits to the office and his request to see Breck Barnum, while Breck worries about the implications of Dorothy's involvement and the strange behavior of T. Colman Flanders. Breck and Lieutenant Burke question Miss Hogan about the events leading up to Bryan O'Connell's murder, and she recalls how she informed Breck about O'Connell's presence in the office.
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	summary	Breck Barnum sits in a restaurant, enjoying his meal, when Lou Latham, the orchestra leader, joins him and discusses the business. Lou Latham reveals his health issues and takes medication.	10181	577	9	305	
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	prediction	Breck Barnum and Lou Latham bond over their shared experiences in the music industry and offer each other support.	10181	577	10	305	The old man, Bryan O'Connell, sits exhausted in a telephone booth and makes a call to explain the circumstances to someone important. Bryan O'Connell is on the verge of completing a task that has taken him five years, and he is looking forward to retiring and enjoying his well-deserved rest. However, as he crosses the street, he narrowly escapes being hit by a car, unbeknownst to him, saved by a woman who faints. Breck and Dorothy have a conversation about finishing Breck's book, which he has abandoned for two years, and Dorothy tries to convince him to complete it. Dorothy convinces Breck to let her read his book, and they make plans to go over it together while enjoying a delicious breakfast. Breck and Dorothy have a heated argument, but eventually make up and say their goodbyes. Breck settles into his office chair, reflecting on his life and career. Breck Barnum receives a phone call from T. Colman Flanders who wants to buy his book about the governor, but Breck lies and says he plans to finish and publish it. Meanwhile, the switchboard operator becomes sick after seeing something in the foyer, and when Breck investigates, he finds Bryan O'Connell dead with a knife in his chest. Detective Burke questions Miss Hogan about Bryan O'Connell's visits to the office and his request to see Breck Barnum, while Breck worries about the implications of Dorothy's involvement and the strange behavior of T. Colman Flanders. Breck and Lieutenant Burke question Miss Hogan about the events leading up to Bryan O'Connell's murder, and she recalls how she informed Breck about O'Connell's presence in the office. Detective Burke questions Breck Barnum about the murder of Bryan O'Connell and asks if they had any reason to meet; Breck is unable to provide a motive and expresses confusion about the situation.
00010785.txt	Message from a Corpse	Sam Merwin	Turbo-0.5	summary	Breck Barnum is enjoying his meal at a restaurant when a black-haired girl takes his glass and sits down at his table, engaging in a flirtatious conversation with him.	11187	642	10	335	
