filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00004880.txt	Portrait of the Artist as a Young Man	James Joyce	Turbo-0	summary	A young boy named Stephen Dedalus recalls his childhood experiences, including encounters with other children, his parents, and his thoughts and observations at school.	1007	70	0	0	
00004880.txt	Portrait of the Artist as a Young Man	James Joyce	Turbo-0	prediction	Stephen navigates school life, facing challenges and interactions with peers and teachers, while becoming more introspective and questioning his identity and place in the world.	1007	70	1	0	
00004880.txt	Portrait of the Artist as a Young Man	James Joyce	Turbo-0	summary	Stephen Dedalus recalls various childhood experiences, including his thoughts on sentences in a spelling book, being pushed into a ditch, his mother waiting for tea, and his struggles with math.	2011	134	1	24	
00004880.txt	Portrait of the Artist as a Young Man	James Joyce	Turbo-0	prediction	Stephen continues to navigate school, facing challenges in his studies and competing with his classmates for academic recognition.	2011	134	2	24	A young boy named Stephen Dedalus recalls his childhood experiences, including encounters with other children, his parents, and his thoughts and observations at school.
00004880.txt	Portrait of the Artist as a Young Man	James Joyce	Turbo-0	summary	Stephen longs to be at home with his mother, but he is unable to. He drinks tea and feels sick in his heart. He listens to the noise of the refectory and observes the different ways the boys walk. Wells asks Stephen if he kisses his mother before bed, and Stephen feels embarrassed and unsure of the right answer.	3017	195	2	54	
00004880.txt	Portrait of the Artist as a Young Man	James Joyce	Turbo-0	prediction	Stephen will grapple with his sense of belonging and social expectations, seeking validation from his peers while questioning societal norms.	3017	195	3	54	A young boy named Stephen Dedalus recalls his childhood experiences, including encounters with other children, his parents, and his thoughts and observations at school. Stephen Dedalus recalls various childhood experiences, including his thoughts on sentences in a spelling book, being pushed into a ditch, his mother waiting for tea, and his struggles with math.
00004880.txt	Portrait of the Artist as a Young Man	James Joyce	Turbo-0	summary	Stephen Dedalus contemplates the concept of God and the universe, reflects on politics, and prepares for bed.	4033	261	3	113	
00004880.txt	Portrait of the Artist as a Young Man	James Joyce	Turbo-0	prediction	Stephen Dedalus finishes his prayers and goes to bed, feeling a warm glow from the sheets. He attends night prayers in the chapel, experiencing a holy smell and fearing the dark road home.	4033	261	4	113	A young boy named Stephen Dedalus recalls his childhood experiences, including encounters with other children, his parents, and his thoughts and observations at school. Stephen Dedalus recalls various childhood experiences, including his thoughts on sentences in a spelling book, being pushed into a ditch, his mother waiting for tea, and his struggles with math. Stephen longs to be at home with his mother, but he is unable to. He drinks tea and feels sick in his heart. He listens to the noise of the refectory and observes the different ways the boys walk. Wells asks Stephen if he kisses his mother before bed, and Stephen feels embarrassed and unsure of the right answer.
00004880.txt	Portrait of the Artist as a Young Man	James Joyce	Turbo-0	summary	Stephen Dedalus says his prayers and goes to bed, feeling scared and trembling.	5039	334	4	130	
00004880.txt	Portrait of the Artist as a Young Man	James Joyce	Turbo-0	prediction	Stephen Dedalus falls asleep and dreams of a figure in a white cloak who has received a death-wound on a battlefield. He wakes up feeling weak and sick, and the other boys talk about him behind his back.	5039	334	5	130	A young boy named Stephen Dedalus recalls his childhood experiences, including encounters with other children, his parents, and his thoughts and observations at school. Stephen Dedalus recalls various childhood experiences, including his thoughts on sentences in a spelling book, being pushed into a ditch, his mother waiting for tea, and his struggles with math. Stephen longs to be at home with his mother, but he is unable to. He drinks tea and feels sick in his heart. He listens to the noise of the refectory and observes the different ways the boys walk. Wells asks Stephen if he kisses his mother before bed, and Stephen feels embarrassed and unsure of the right answer. Stephen Dedalus contemplates the concept of God and the universe, reflects on politics, and prepares for bed.
00004880.txt	Portrait of the Artist as a Young Man	James Joyce	Turbo-0	summary	Stephen Dedalus is taken to the infirmary by the prefect, Brother Michael, where he encounters another sick boy and contemplates his own mortality.	6042	406	5	143	
00004880.txt	Portrait of the Artist as a Young Man	James Joyce	Turbo-0	prediction	Stephen Dedalus receives care from Brother Michael in the infirmary and contemplates his own mortality, eventually recovering from his illness and continuing to reflect on life and death.	6042	406	6	143	A young boy named Stephen Dedalus recalls his childhood experiences, including encounters with other children, his parents, and his thoughts and observations at school. Stephen Dedalus recalls various childhood experiences, including his thoughts on sentences in a spelling book, being pushed into a ditch, his mother waiting for tea, and his struggles with math. Stephen longs to be at home with his mother, but he is unable to. He drinks tea and feels sick in his heart. He listens to the noise of the refectory and observes the different ways the boys walk. Wells asks Stephen if he kisses his mother before bed, and Stephen feels embarrassed and unsure of the right answer. Stephen Dedalus contemplates the concept of God and the universe, reflects on politics, and prepares for bed. Stephen Dedalus says his prayers and goes to bed, feeling scared and trembling.
00004880.txt	Portrait of the Artist as a Young Man	James Joyce	Turbo-0	summary	Stephen Dedalus engages in a conversation with a boy named Athy, who tells him a riddle and mentions his father's connection to Brother Michael. Stephen contemplates his own father and the time when the boys in Clongowes wore blue coats and drank beer.	7058	471	6	166	
00004880.txt	Portrait of the Artist as a Young Man	James Joyce	Turbo-0	prediction	Stephen Dedalus reflects on his family and his place in the school, contemplates the time when the boys in Clongowes wore blue coats and drank beer, and may seek more information about Athy's father and Brother Michael.	7058	471	7	166	A young boy named Stephen Dedalus recalls his childhood experiences, including encounters with other children, his parents, and his thoughts and observations at school. Stephen Dedalus recalls various childhood experiences, including his thoughts on sentences in a spelling book, being pushed into a ditch, his mother waiting for tea, and his struggles with math. Stephen longs to be at home with his mother, but he is unable to. He drinks tea and feels sick in his heart. He listens to the noise of the refectory and observes the different ways the boys walk. Wells asks Stephen if he kisses his mother before bed, and Stephen feels embarrassed and unsure of the right answer. Stephen Dedalus contemplates the concept of God and the universe, reflects on politics, and prepares for bed. Stephen Dedalus says his prayers and goes to bed, feeling scared and trembling. Stephen Dedalus is taken to the infirmary by the prefect, Brother Michael, where he encounters another sick boy and contemplates his own mortality.
00004880.txt	Portrait of the Artist as a Young Man	James Joyce	Turbo-0	summary	Mr. Dedalus and Mr. Casey engage in conversation while Stephen observes them. They talk about their walk, whiskey, and a friend named Christopher.	8071	527	7	209	
00004880.txt	Portrait of the Artist as a Young Man	James Joyce	Turbo-0	prediction	Stephen's family continues their Christmas dinner, enjoying the food and conversation. Stephen reflects on his first Christmas dinner and thinks about his siblings waiting in the nursery. He observes his father pouring sauce on his plate and asks his uncle if the food is tender.	8071	527	8	209	A young boy named Stephen Dedalus recalls his childhood experiences, including encounters with other children, his parents, and his thoughts and observations at school. Stephen Dedalus recalls various childhood experiences, including his thoughts on sentences in a spelling book, being pushed into a ditch, his mother waiting for tea, and his struggles with math. Stephen longs to be at home with his mother, but he is unable to. He drinks tea and feels sick in his heart. He listens to the noise of the refectory and observes the different ways the boys walk. Wells asks Stephen if he kisses his mother before bed, and Stephen feels embarrassed and unsure of the right answer. Stephen Dedalus contemplates the concept of God and the universe, reflects on politics, and prepares for bed. Stephen Dedalus says his prayers and goes to bed, feeling scared and trembling. Stephen Dedalus is taken to the infirmary by the prefect, Brother Michael, where he encounters another sick boy and contemplates his own mortality. Stephen Dedalus engages in a conversation with a boy named Athy, who tells him a riddle and mentions his father's connection to Brother Michael. Stephen contemplates his own father and the time when the boys in Clongowes wore blue coats and drank beer.
