filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00022741.txt	Beloved	Toni Morrison	Turbo-0.5	summary	Sethe and her daughter Denver are the victims of the spiteful and haunted house they live in, after Sethe's sons run away leaving them alone.	1016	53	0	0	
00022741.txt	Beloved	Toni Morrison	Turbo-0.5	prediction	Sethe and Denver call forth the ghost haunting their house in an attempt to have a conversation with it and end the persecution they have been enduring.	1016	53	1	0	
00022741.txt	Beloved	Toni Morrison	Turbo-0.5	summary	Sethe and Baby Suggs discuss their lost children and memories of Sweet Home, while Paul D unexpectedly arrives at Sethe's house and they engage in a flirtatious conversation.	2026	111	1	25	
00022741.txt	Beloved	Toni Morrison	Turbo-0.5	prediction	Sethe and Paul D continue their conversation, reminiscing about Sweet Home and discussing their current lives, forming a deeper connection and potentially rekindling their past romance.	2026	111	2	25	Sethe and her daughter Denver are the victims of the spiteful and haunted house they live in, after Sethe's sons run away leaving them alone.
00022741.txt	Beloved	Toni Morrison	Turbo-0.5	summary	Sethe and Paul D discuss Sethe's past and her escape from Sweet Home, while Paul D is hesitant to enter Sethe's haunted house.	3046	171	2	53	
00022741.txt	Beloved	Toni Morrison	Turbo-0.5	prediction	Paul D decides to stay the night at Sethe's house and engage in conversation with Denver, gaining insight into Sethe's past and the tragedy that has befallen her family.	3046	171	3	53	Sethe and her daughter Denver are the victims of the spiteful and haunted house they live in, after Sethe's sons run away leaving them alone. Sethe and Baby Suggs discuss their lost children and memories of Sweet Home, while Paul D unexpectedly arrives at Sethe's house and they engage in a flirtatious conversation.
00022741.txt	Beloved	Toni Morrison	Turbo-0.5	summary	Paul D and Sethe discuss the men from Sweet Home and their treatment as slaves, while Denver observes their conversation and feels lonely.	4053	225	3	76	
00022741.txt	Beloved	Toni Morrison	Turbo-0.5	prediction	Sethe shares her past and haunting with Paul D, while Denver forms a bond with him.	4053	225	4	76	Sethe and her daughter Denver are the victims of the spiteful and haunted house they live in, after Sethe's sons run away leaving them alone. Sethe and Baby Suggs discuss their lost children and memories of Sweet Home, while Paul D unexpectedly arrives at Sethe's house and they engage in a flirtatious conversation. Sethe and Paul D discuss Sethe's past and her escape from Sweet Home, while Paul D is hesitant to enter Sethe's haunted house.
00022741.txt	Beloved	Toni Morrison	Turbo-0.5	summary	Sethe, Denver, and Paul D discuss the presence of a ghost in the house, Denver breaks down and expresses her desire to leave, and Sethe defiantly declares that she will not run from anything anymore.	5061	294	4	99	
00022741.txt	Beloved	Toni Morrison	Turbo-0.5	prediction	Sethe, Denver, and Paul D grapple with the haunted house and its impact on their lives, ultimately deciding whether to stay and confront the ghost or leave the house behind.	5061	294	5	99	Sethe and her daughter Denver are the victims of the spiteful and haunted house they live in, after Sethe's sons run away leaving them alone. Sethe and Baby Suggs discuss their lost children and memories of Sweet Home, while Paul D unexpectedly arrives at Sethe's house and they engage in a flirtatious conversation. Sethe and Paul D discuss Sethe's past and her escape from Sweet Home, while Paul D is hesitant to enter Sethe's haunted house. Paul D and Sethe discuss the men from Sweet Home and their treatment as slaves, while Denver observes their conversation and feels lonely.
00022741.txt	Beloved	Toni Morrison	Turbo-0.5	summary	Sethe reminisces about nursing her daughter Denver while making biscuits, and shares the traumatic story of her stolen milk with Paul D, who comforts her.	6062	344	5	134	
00022741.txt	Beloved	Toni Morrison	Turbo-0.5	prediction	Sethe, Paul D, and Denver bond over shared experiences of trauma and loss, finding solace in each other's presence and support.	6062	344	6	134	Sethe and her daughter Denver are the victims of the spiteful and haunted house they live in, after Sethe's sons run away leaving them alone. Sethe and Baby Suggs discuss their lost children and memories of Sweet Home, while Paul D unexpectedly arrives at Sethe's house and they engage in a flirtatious conversation. Sethe and Paul D discuss Sethe's past and her escape from Sweet Home, while Paul D is hesitant to enter Sethe's haunted house. Paul D and Sethe discuss the men from Sweet Home and their treatment as slaves, while Denver observes their conversation and feels lonely. Sethe, Denver, and Paul D discuss the presence of a ghost in the house, Denver breaks down and expresses her desire to leave, and Sethe defiantly declares that she will not run from anything anymore.
00022741.txt	Beloved	Toni Morrison	Turbo-0.5	summary	Sethe and Paul D have a destructive argument in the haunted house, while Denver watches in fear and loneliness. Denver then goes to the kitchen and eats a piece of bread with jelly.	7089	396	6	159	
