filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	summary	The Death Star, a massive battle station, floats above the green moon Endor as an Imperial shuttle approaches it with a special passenger, Darth Vader.	1029	57	0	0	
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	prediction	Vader confronts Jerjerrod about the slow progress on the Death Star's construction. Jerjerrod assures Vader that the station will be operational as planned.	1029	57	1	0	
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	summary	The passage begins with Darth Vader instructing Commander Jerjerrod to double his efforts to destroy the Rebel fleet before the Emperor arrives, while a shrouded figure on Tatooine works on a discoid device with the help of a little R2 unit.	2039	117	1	25	
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	prediction	The shrouded figure completes the strange device, Artoo-Detoo and See-Threepio face challenges and dangers on their mission to deliver a message to Jabba the Hutt.	2039	117	2	25	The Death Star, a massive battle station, floats above the green moon Endor as an Imperial shuttle approaches it with a special passenger, Darth Vader.
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	summary	The droids Artoo and Threepio are escorted through a dark corridor by Gamorrean guards and encounter the major-domo Bib Fortuna before entering the grotesque throne room of Jabba the Hutt.	3052	170	2	66	
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	prediction	Jabba the Hutt motions for the droids to be brought in and a hologram of Luke Skywalker appears, setting the stage for a negotiation or exchange of information.	3052	170	3	66	The Death Star, a massive battle station, floats above the green moon Endor as an Imperial shuttle approaches it with a special passenger, Darth Vader. The passage begins with Darth Vader instructing Commander Jerjerrod to double his efforts to destroy the Rebel fleet before the Emperor arrives, while a shrouded figure on Tatooine works on a discoid device with the help of a little R2 unit.
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	summary	Luke Skywalker, disguised as a giant hologram, offers a trade to Jabba the Hutt for Han Solo's life, but Jabba refuses and reveals Han Solo encased in carbonite.	4060	237	3	96	
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	prediction	Luke and his droids are imprisoned, Threepio is fitted with a restraining bolt, Artoo is assigned to work on the Sail Barge, and Oola is thrown into a pit.	4060	237	4	96	The Death Star, a massive battle station, floats above the green moon Endor as an Imperial shuttle approaches it with a special passenger, Darth Vader. The passage begins with Darth Vader instructing Commander Jerjerrod to double his efforts to destroy the Rebel fleet before the Emperor arrives, while a shrouded figure on Tatooine works on a discoid device with the help of a little R2 unit. The droids Artoo and Threepio are escorted through a dark corridor by Gamorrean guards and encounter the major-domo Bib Fortuna before entering the grotesque throne room of Jabba the Hutt.
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	summary	The nubile dancer is seemingly killed to the amusement of Jabba and his guests, and Chewbacca is brought in as a captive by a cloaked bounty hunter named Boushh.	5067	303	4	124	
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	prediction	Boushh negotiates the price for Chewbacca's release with Jabba, who ultimately agrees to pay thirty-five thousand but warns Boushh not to press his luck. Chewbacca is led away by the guards, while Lando plans to join forces with the Rebel Alliance.	5067	303	5	124	The Death Star, a massive battle station, floats above the green moon Endor as an Imperial shuttle approaches it with a special passenger, Darth Vader. The passage begins with Darth Vader instructing Commander Jerjerrod to double his efforts to destroy the Rebel fleet before the Emperor arrives, while a shrouded figure on Tatooine works on a discoid device with the help of a little R2 unit. The droids Artoo and Threepio are escorted through a dark corridor by Gamorrean guards and encounter the major-domo Bib Fortuna before entering the grotesque throne room of Jabba the Hutt. Luke Skywalker, disguised as a giant hologram, offers a trade to Jabba the Hutt for Han Solo's life, but Jabba refuses and reveals Han Solo encased in carbonite.
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	summary	Lando, disguised as the bounty hunter Boushh, infiltrates Jabba the Hutt's throne room, frees Han Solo from the carbonite, and brings him back to consciousness.	6075	360	5	153	
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	prediction	Chewbacca is rescued and reunited with Han, while Lando reveals his true identity. They plan their escape from Jabba's palace and the group prepares to regroup with the Rebel fleet.	6075	360	6	153	The Death Star, a massive battle station, floats above the green moon Endor as an Imperial shuttle approaches it with a special passenger, Darth Vader. The passage begins with Darth Vader instructing Commander Jerjerrod to double his efforts to destroy the Rebel fleet before the Emperor arrives, while a shrouded figure on Tatooine works on a discoid device with the help of a little R2 unit. The droids Artoo and Threepio are escorted through a dark corridor by Gamorrean guards and encounter the major-domo Bib Fortuna before entering the grotesque throne room of Jabba the Hutt. Luke Skywalker, disguised as a giant hologram, offers a trade to Jabba the Hutt for Han Solo's life, but Jabba refuses and reveals Han Solo encased in carbonite. The nubile dancer is seemingly killed to the amusement of Jabba and his guests, and Chewbacca is brought in as a captive by a cloaked bounty hunter named Boushh.
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	summary	Princess Leia reveals her true identity to Han Solo and they share an emotional reunion and a kiss, but their moment is interrupted by the arrival of Jabba the Hutt and his court. Jabba captures Han and plans to kill him later, while Leia is forced to tolerate Jabba's advances.	7081	431	6	178	
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	prediction	Jabba enjoys Leia's company and keeps her close, while Han is thrown into a dungeon cell. Leia plans to save Han with the help of her powerful friends.	7081	431	7	178	The Death Star, a massive battle station, floats above the green moon Endor as an Imperial shuttle approaches it with a special passenger, Darth Vader. The passage begins with Darth Vader instructing Commander Jerjerrod to double his efforts to destroy the Rebel fleet before the Emperor arrives, while a shrouded figure on Tatooine works on a discoid device with the help of a little R2 unit. The droids Artoo and Threepio are escorted through a dark corridor by Gamorrean guards and encounter the major-domo Bib Fortuna before entering the grotesque throne room of Jabba the Hutt. Luke Skywalker, disguised as a giant hologram, offers a trade to Jabba the Hutt for Han Solo's life, but Jabba refuses and reveals Han Solo encased in carbonite. The nubile dancer is seemingly killed to the amusement of Jabba and his guests, and Chewbacca is brought in as a captive by a cloaked bounty hunter named Boushh. Lando, disguised as the bounty hunter Boushh, infiltrates Jabba the Hutt's throne room, frees Han Solo from the carbonite, and brings him back to consciousness.
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	summary	Han Solo is released from carbonite and reunited with Chewbacca in Jabba the Hutt's cell, where they plan to escape together.	8085	505	7	228	
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	prediction	Han Solo and Chewbacca escape from Jabba the Hutt's palace, overcoming guards and obstacles while making their way back to the Rebel fleet.	8085	505	8	228	The Death Star, a massive battle station, floats above the green moon Endor as an Imperial shuttle approaches it with a special passenger, Darth Vader. The passage begins with Darth Vader instructing Commander Jerjerrod to double his efforts to destroy the Rebel fleet before the Emperor arrives, while a shrouded figure on Tatooine works on a discoid device with the help of a little R2 unit. The droids Artoo and Threepio are escorted through a dark corridor by Gamorrean guards and encounter the major-domo Bib Fortuna before entering the grotesque throne room of Jabba the Hutt. Luke Skywalker, disguised as a giant hologram, offers a trade to Jabba the Hutt for Han Solo's life, but Jabba refuses and reveals Han Solo encased in carbonite. The nubile dancer is seemingly killed to the amusement of Jabba and his guests, and Chewbacca is brought in as a captive by a cloaked bounty hunter named Boushh. Lando, disguised as the bounty hunter Boushh, infiltrates Jabba the Hutt's throne room, frees Han Solo from the carbonite, and brings him back to consciousness. Princess Leia reveals her true identity to Han Solo and they share an emotional reunion and a kiss, but their moment is interrupted by the arrival of Jabba the Hutt and his court. Jabba captures Han and plans to kill him later, while Leia is forced to tolerate Jabba's advances.
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	summary	Luke Skywalker confronts Jabba the Hutt in his throne room, demanding the release of Han Solo and his friends, but Jabba refuses and Luke is thrown into a pit with a deadly creature called the Rancor.	9099	576	8	249	
00022085.txt	Revenge of the Jedi	James Kahn	Turbo-1.0	prediction	Luke escapes the Rancor by clinging to the overhead grate and makes his way towards the corner of the cave, while the audience above jeers and tries to hinder his progress.	9099	576	9	249	The Death Star, a massive battle station, floats above the green moon Endor as an Imperial shuttle approaches it with a special passenger, Darth Vader. The passage begins with Darth Vader instructing Commander Jerjerrod to double his efforts to destroy the Rebel fleet before the Emperor arrives, while a shrouded figure on Tatooine works on a discoid device with the help of a little R2 unit. The droids Artoo and Threepio are escorted through a dark corridor by Gamorrean guards and encounter the major-domo Bib Fortuna before entering the grotesque throne room of Jabba the Hutt. Luke Skywalker, disguised as a giant hologram, offers a trade to Jabba the Hutt for Han Solo's life, but Jabba refuses and reveals Han Solo encased in carbonite. The nubile dancer is seemingly killed to the amusement of Jabba and his guests, and Chewbacca is brought in as a captive by a cloaked bounty hunter named Boushh. Lando, disguised as the bounty hunter Boushh, infiltrates Jabba the Hutt's throne room, frees Han Solo from the carbonite, and brings him back to consciousness. Princess Leia reveals her true identity to Han Solo and they share an emotional reunion and a kiss, but their moment is interrupted by the arrival of Jabba the Hutt and his court. Jabba captures Han and plans to kill him later, while Leia is forced to tolerate Jabba's advances. Han Solo is released from carbonite and reunited with Chewbacca in Jabba the Hutt's cell, where they plan to escape together.
