filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00025340.txt	Clockers	Richard Price	Turbo-1.0	summary	A young girl named Shanette approaches Strike, who is feeling sick and frustrated, and he tries to distance himself from her and the shady white man trying to buy bottles.	1004	34	0	0	
00025340.txt	Clockers	Richard Price	Turbo-1.0	prediction	Strike grows increasingly wary of the white man's intentions and plans to confront him or find a way to ensure their safety, all while managing the risks and complexities of his job and the presence of the Fury.	1004	34	1	0	
00025340.txt	Clockers	Richard Price	Turbo-1.0	summary	Strike plans the drug sale with his crew, discusses his philosophy about girlfriends, and contacts Rodney about the delivery.	2011	89	1	30	
00025340.txt	Clockers	Richard Price	Turbo-1.0	prediction	Futon reveals hidden bottles to Strike, leading Strike to worry about trouble from the authorities, while contemplating the upcoming drug sale and considering factors like the day of the month, the weather, and the required quantity of bottles.	2011	89	2	30	A young girl named Shanette approaches Strike, who is feeling sick and frustrated, and he tries to distance himself from her and the shady white man trying to buy bottles.
00025340.txt	Clockers	Richard Price	Turbo-1.0	summary	A shady white man tries to buy bottles from The Word, but Strike and his crew play a trick on him, leading to a confrontation with the police.	3026	132	2	49	
00025340.txt	Clockers	Richard Price	Turbo-1.0	prediction	The police arrest the white man and try to get information about the kid who sold him the bottles, causing tension among Strike and his crew as they try to protect themselves and their operation.	3026	132	3	49	A young girl named Shanette approaches Strike, who is feeling sick and frustrated, and he tries to distance himself from her and the shady white man trying to buy bottles. Strike plans the drug sale with his crew, discusses his philosophy about girlfriends, and contacts Rodney about the delivery.
00025340.txt	Clockers	Richard Price	Turbo-1.0	summary	Peanut does a gooney-bird dance, Strike observes the interaction between the white guy and Crunch, and Big Chief confronts Strike, searching him for contraband.	4033	184	3	77	
00025340.txt	Clockers	Richard Price	Turbo-1.0	prediction	Big Chief finishes searching Strike while Strike's attention turns to Rodney in the Cadillac. Peanut grins at Strike, who predicts Peanut is in trouble. Thumper engages Strike in conversation about smiling, and Strike, remaining silent but flinching when he speaks, regrets his words.	4033	184	4	77	A young girl named Shanette approaches Strike, who is feeling sick and frustrated, and he tries to distance himself from her and the shady white man trying to buy bottles. Strike plans the drug sale with his crew, discusses his philosophy about girlfriends, and contacts Rodney about the delivery. A shady white man tries to buy bottles from The Word, but Strike and his crew play a trick on him, leading to a confrontation with the police.
00025340.txt	Clockers	Richard Price	Turbo-1.0	summary	Thumper forces Strike to shake his hand and challenges him to say a tongue twister, while Big Chief searches Futon's pockets. The Word gets caught by Big Chief and Strike starts questioning Thumper's intentions.	5043	247	4	101	
00025340.txt	Clockers	Richard Price	Turbo-1.0	prediction	Strike contemplates his future with the crew and distances himself from the clowns, thieves, and juveniles around him. He asserts control and confronts The Word for potentially stealing money.	5043	247	5	101	A young girl named Shanette approaches Strike, who is feeling sick and frustrated, and he tries to distance himself from her and the shady white man trying to buy bottles. Strike plans the drug sale with his crew, discusses his philosophy about girlfriends, and contacts Rodney about the delivery. A shady white man tries to buy bottles from The Word, but Strike and his crew play a trick on him, leading to a confrontation with the police. Peanut does a gooney-bird dance, Strike observes the interaction between the white guy and Crunch, and Big Chief confronts Strike, searching him for contraband.
00025340.txt	Clockers	Richard Price	Turbo-1.0	summary	Strike is approached by a baby-fat girl who asks him a question, Strike talks to Rodney in his car, and Strike and the boys look through catalogues, getting lost in the idea of possessions.	6067	300	5	135	
00025340.txt	Clockers	Richard Price	Turbo-1.0	prediction	Rodney asks Strike to come by his store later and suggests letting Futon run it, but Strike is resistant. Strike notices Horace's desire for toys and becomes fascinated with the catalogues, feeling a sense of helplessness and longing for the possessions depicted.	6067	300	6	135	A young girl named Shanette approaches Strike, who is feeling sick and frustrated, and he tries to distance himself from her and the shady white man trying to buy bottles. Strike plans the drug sale with his crew, discusses his philosophy about girlfriends, and contacts Rodney about the delivery. A shady white man tries to buy bottles from The Word, but Strike and his crew play a trick on him, leading to a confrontation with the police. Peanut does a gooney-bird dance, Strike observes the interaction between the white guy and Crunch, and Big Chief confronts Strike, searching him for contraband. Thumper forces Strike to shake his hand and challenges him to say a tongue twister, while Big Chief searches Futon's pockets. The Word gets caught by Big Chief and Strike starts questioning Thumper's intentions.
