filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00022193.txt	Neuromancer	William Gibson	Turbo-6-0.5	summary	The passage introduces the protagonist, Case, in a bar called the Chatsubo in Chiba City. He interacts with the bartender, Ratz, and a prostitute, and expresses his bitterness about his damaged nervous system and inability to access cyberspace.	1015	56	0	0	
00022193.txt	Neuromancer	William Gibson	Turbo-6-0.5	prediction	Case leaves the bar and continues to grapple with his damaged nervous system, yearning for his former life as a skilled hacker in cyberspace. He faces difficulties and obstacles as he tries to adapt to his new reality.	1015	56	1	0	
00022193.txt	Neuromancer	William Gibson	Turbo-6-0.5	summary	Case, a bitter and desperate protagonist, reflects on his failed attempts to find a cure for his damaged nervous system and his current state of poverty in Chiba City.	2020	95	1	38	
00022193.txt	Neuromancer	William Gibson	Turbo-6-0.5	prediction	Case engages in risky behavior and loose deals on the street, while grappling with his impending death. He recalls his encounter with Linda Lee and the intense connection they shared, leading him to confront his conflicting emotions about her.	2020	95	2	38	The passage introduces the protagonist, Case, in a bar called the Chatsubo in Chiba City. He interacts with the bartender, Ratz, and a prostitute, and expresses his bitterness about his damaged nervous system and inability to access cyberspace.
00022193.txt	Neuromancer	William Gibson	Turbo-6-0.5	summary	Case watches Linda, a prostitute, as her addiction takes hold and they have a conversation about their respective debts and troubles.	3021	153	2	67	
00022193.txt	Neuromancer	William Gibson	Turbo-6-0.5	prediction	Case navigates the crowded streets of Ninsei, reflecting on the dangerous nature of the city and the possibility that Wage wants him dead.	3021	153	3	67	The passage introduces the protagonist, Case, in a bar called the Chatsubo in Chiba City. He interacts with the bartender, Ratz, and a prostitute, and expresses his bitterness about his damaged nervous system and inability to access cyberspace. Case, a bitter and desperate protagonist, reflects on his failed attempts to find a cure for his damaged nervous system and his current state of poverty in Chiba City.
00022193.txt	Neuromancer	William Gibson	Turbo-6-0.5	summary	Case visits Julius Deane, a wealthy and aged importer, to seek information about a potential threat from Wage, his primary supplier.	4028	208	3	88	
00022193.txt	Neuromancer	William Gibson	Turbo-6-0.5	prediction	Case leaves Deane's office and senses someone following him. He tries to maintain his composure and finds a darkened display window to pause by, hoping to evade his pursuer.	4028	208	4	88	The passage introduces the protagonist, Case, in a bar called the Chatsubo in Chiba City. He interacts with the bartender, Ratz, and a prostitute, and expresses his bitterness about his damaged nervous system and inability to access cyberspace. Case, a bitter and desperate protagonist, reflects on his failed attempts to find a cure for his damaged nervous system and his current state of poverty in Chiba City. Case watches Linda, a prostitute, as her addiction takes hold and they have a conversation about their respective debts and troubles.
00022193.txt	Neuromancer	William Gibson	Turbo-6-0.5	summary	Case visits a surgical boutique and purchases a cobra weapon from a Japanese woman. He conceals the weapon and heads to the Chatsubo bar, where he talks to Lonny Zone about Wage and realizes he is being followed.	5031	270	4	109	
00022193.txt	Neuromancer	William Gibson	Turbo-6-0.5	prediction	Case confronts his tail and tries to lose them in the games arcade where he first met Linda Lee. He uses his skills to navigate the data-driven environment of Ninsei and engages in a high-speed chase to escape his pursuers.	5031	270	5	109	The passage introduces the protagonist, Case, in a bar called the Chatsubo in Chiba City. He interacts with the bartender, Ratz, and a prostitute, and expresses his bitterness about his damaged nervous system and inability to access cyberspace. Case, a bitter and desperate protagonist, reflects on his failed attempts to find a cure for his damaged nervous system and his current state of poverty in Chiba City. Case watches Linda, a prostitute, as her addiction takes hold and they have a conversation about their respective debts and troubles. Case visits Julius Deane, a wealthy and aged importer, to seek information about a potential threat from Wage, his primary supplier.
