filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00010334.txt	The Amazing Web	Harry Stephen Keeler	Turbo-1.0	summary	Lipke reads a newspaper advertisement for a job that requires 1,200 men aged 18 to 60. He then receives a phone call from the hotel clerk informing him that the first man is waiting downstairs, prompting Lipke to call for the man to come up.	1006	47	0	0	
00010334.txt	The Amazing Web	Harry Stephen Keeler	Turbo-1.0	prediction	Lipke interviews Charles Carino, who impresses him with his juggling skills.	1006	47	1	0	
00010334.txt	The Amazing Web	Harry Stephen Keeler	Turbo-1.0	summary	Carino demonstrates his juggling skills to Lipke by successfully juggling nine balls and is then offered a potential lucrative job opportunity.	2012	106	1	45	
00010334.txt	The Amazing Web	Harry Stephen Keeler	Turbo-1.0	prediction	Lipke offers Carino a potentially lucrative job opportunity in Chicago if he proves to be the right person, and then proceeds to meet the next applicant, Mrs. Kelsey and her son Floto, who possesses exceptional knowledge and memory skills.	2012	106	2	45	Lipke reads a newspaper advertisement for a job that requires 1,200 men aged 18 to 60. He then receives a phone call from the hotel clerk informing him that the first man is waiting downstairs, prompting Lipke to call for the man to come up.
00010334.txt	The Amazing Web	Harry Stephen Keeler	Turbo-1.0	summary	Lipke interviews several potential performers, including Carino who demonstrates his juggling skills, Professor Kanning who showcases his rapid calculation abilities, and Manuel Gonzalez who proceeds to perform a sword-swallowing act.	3028	161	2	66	
00010334.txt	The Amazing Web	Harry Stephen Keeler	Turbo-1.0	prediction	The next visitor will introduce a remarkable act that surpasses all others in vaudeville, impressing Lipke and leading him to make an exciting offer.	3028	161	3	66	Lipke reads a newspaper advertisement for a job that requires 1,200 men aged 18 to 60. He then receives a phone call from the hotel clerk informing him that the first man is waiting downstairs, prompting Lipke to call for the man to come up. Carino demonstrates his juggling skills to Lipke by successfully juggling nine balls and is then offered a potential lucrative job opportunity.
00010334.txt	The Amazing Web	Harry Stephen Keeler	Turbo-1.0	summary	Gonzalez demonstrates his sword-swallowing act in front of Lipke, who then interviews three more potential performers, including Hugo Daumstaddter, the strongman, George Murphy, the handcuff king, and Gus Chevalo, the daredevil cyclist.	4040	220	3	96	
00010334.txt	The Amazing Web	Harry Stephen Keeler	Turbo-1.0	prediction	Lipke offers Chevalo a job in Chicago for one performance only, telling him there will be no advance featuring or advertising. Chevalo agrees and provides Lipke with a photograph of his act, guaranteeing that if he fails there will be no fee.	4040	220	4	96	Lipke reads a newspaper advertisement for a job that requires 1,200 men aged 18 to 60. He then receives a phone call from the hotel clerk informing him that the first man is waiting downstairs, prompting Lipke to call for the man to come up. Carino demonstrates his juggling skills to Lipke by successfully juggling nine balls and is then offered a potential lucrative job opportunity. Lipke interviews several potential performers, including Carino who demonstrates his juggling skills, Professor Kanning who showcases his rapid calculation abilities, and Manuel Gonzalez who proceeds to perform a sword-swallowing act.
00010334.txt	The Amazing Web	Harry Stephen Keeler	Turbo-1.0	summary	Chalmers smiles knowingly and reflects on Lipke and Crosby's partnership, while the passage introduces David Crosby, a young attorney defending Lindell Trent who is accused of grand larceny.	5053	259	4	128	
00010334.txt	The Amazing Web	Harry Stephen Keeler	Turbo-1.0	prediction	Chalmers, Lipke, and Crosby work together to save Chalmers from the electric chair using Chevalo's dangerous stunt, while Crosby tries to convince Trent to change her plea for a better chance at a positive outcome.	5053	259	5	128	Lipke reads a newspaper advertisement for a job that requires 1,200 men aged 18 to 60. He then receives a phone call from the hotel clerk informing him that the first man is waiting downstairs, prompting Lipke to call for the man to come up. Carino demonstrates his juggling skills to Lipke by successfully juggling nine balls and is then offered a potential lucrative job opportunity. Lipke interviews several potential performers, including Carino who demonstrates his juggling skills, Professor Kanning who showcases his rapid calculation abilities, and Manuel Gonzalez who proceeds to perform a sword-swallowing act. Gonzalez demonstrates his sword-swallowing act in front of Lipke, who then interviews three more potential performers, including Hugo Daumstaddter, the strongman, George Murphy, the handcuff king, and Gus Chevalo, the daredevil cyclist.
00010334.txt	The Amazing Web	Harry Stephen Keeler	Turbo-1.0	summary	Lindell Trent is in court accused of stealing a diamond ring from Zelina Miles, who gives her testimony about leaving the ring in her unlocked bedroom.	6082	300	5	156	
