filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-1.0	summary	The narrator drives down a rough road in the oil fields and stops in front of the Morris Pipe and Supply Company where he meets Mr. Morris' daughter and engages in a playful conversation with her.	1007	78	0	0	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-1.0	prediction	The narrator and Mr. Morris' daughter continue to interact, developing a friendship over time, and the narrator eventually convinces her to join him in exploring the oil fields and experiencing the excitement and challenges of his geologist work.	1007	78	1	0	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-1.0	summary	The narrator engages in a playful conversation with Norma, Mr. Morris' daughter, about shot hole casing and teaches her about the oil exploration process.	2014	155	1	36	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-1.0	prediction	Norma agrees to have supper with the narrator, but the conversation is interrupted by the rain. The narrator clarifies the order of shot hole casing, and Norma mistakenly takes the order for two thousand instead of two thousand feet of three inch shot hole casing.	2014	155	2	36	The narrator drives down a rough road in the oil fields and stops in front of the Morris Pipe and Supply Company where he meets Mr. Morris' daughter and engages in a playful conversation with her.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-1.0	summary	The narrator and Norma engage in playful banter and he agrees to help her at the shop until supper. Afterwards, they go on a date, but the narrator leaves early to avoid getting into trouble.	3024	218	2	60	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-1.0	prediction	The narrator and Norma continue working together at the shop and their relationship deepens. Norma introduces the narrator to her father, Mr. Morris, and together they discuss their plans for the summer.	3024	218	3	60	The narrator drives down a rough road in the oil fields and stops in front of the Morris Pipe and Supply Company where he meets Mr. Morris' daughter and engages in a playful conversation with her. The narrator engages in a playful conversation with Norma, Mr. Morris' daughter, about shot hole casing and teaches her about the oil exploration process.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-1.0	summary	The narrator shares a conversation with Driller about their relationship and the narrator's failed attempt to get shot hole casing. They go to bed, but the narrator struggles to sleep. In the morning, they find out that the drilling has been completed and the narrator needs to go get the casing. When the narrator is preparing to leave, Mr. Botts confronts him and demands that the crew leave his land.	4042	288	3	95	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-1.0	prediction	The narrator tries to reason with Mr. Botts to resolve the conflict and continue with the drilling. However, Mr. Botts remains adamant, forcing the crew to find an alternative drilling location to proceed with their work.	4042	288	4	95	The narrator drives down a rough road in the oil fields and stops in front of the Morris Pipe and Supply Company where he meets Mr. Morris' daughter and engages in a playful conversation with her. The narrator engages in a playful conversation with Norma, Mr. Morris' daughter, about shot hole casing and teaches her about the oil exploration process. The narrator and Norma engage in playful banter and he agrees to help her at the shop until supper. Afterwards, they go on a date, but the narrator leaves early to avoid getting into trouble.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-1.0	summary	Mr. Botts confronts the narrator and accuses him of trying to cheat him out of the value of his land, leading to a heated argument between them.	5054	361	4	165	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-1.0	prediction	The narrator, Driller, and Jerome deal with the aftermath of the confrontation and try to resolve the situation with Mr. Botts, exploring different options to maintain their operations and fulfill their contract.	5054	361	5	165	The narrator drives down a rough road in the oil fields and stops in front of the Morris Pipe and Supply Company where he meets Mr. Morris' daughter and engages in a playful conversation with her. The narrator engages in a playful conversation with Norma, Mr. Morris' daughter, about shot hole casing and teaches her about the oil exploration process. The narrator and Norma engage in playful banter and he agrees to help her at the shop until supper. Afterwards, they go on a date, but the narrator leaves early to avoid getting into trouble. The narrator shares a conversation with Driller about their relationship and the narrator's failed attempt to get shot hole casing. They go to bed, but the narrator struggles to sleep. In the morning, they find out that the drilling has been completed and the narrator needs to go get the casing. When the narrator is preparing to leave, Mr. Botts confronts him and demands that the crew leave his land.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-1.0	summary	The narrator has a conversation with his coworker, Driller, who confesses that he is jealous of the narrator's success and feels overlooked by their boss. The narrator tries to reassure Driller before leaving to get the shot hole casing.	6056	438	5	192	
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-1.0	prediction	Driller's confession heightens tensions within the crew as they prepare to retrieve the shot hole casing, with the narrator feeling the pressure of his new role. The narrator's relationship with Norma remains uncertain due to her father's concerns.	6056	438	6	192	The narrator drives down a rough road in the oil fields and stops in front of the Morris Pipe and Supply Company where he meets Mr. Morris' daughter and engages in a playful conversation with her. The narrator engages in a playful conversation with Norma, Mr. Morris' daughter, about shot hole casing and teaches her about the oil exploration process. The narrator and Norma engage in playful banter and he agrees to help her at the shop until supper. Afterwards, they go on a date, but the narrator leaves early to avoid getting into trouble. The narrator shares a conversation with Driller about their relationship and the narrator's failed attempt to get shot hole casing. They go to bed, but the narrator struggles to sleep. In the morning, they find out that the drilling has been completed and the narrator needs to go get the casing. When the narrator is preparing to leave, Mr. Botts confronts him and demands that the crew leave his land. Mr. Botts confronts the narrator and accuses him of trying to cheat him out of the value of his land, leading to a heated argument between them.
00010944.txt	Murder is Dangerous	Saul Levinson	Turbo-1.0	summary	Norman's father explains to the narrator that Amalgamated, a big company, doesn't want them to shoot in the area; Norma's father sells to them, and if he sells to the narrator, they will take their business elsewhere. The narrator suggests going to another shop, but Norma's father warns him that there aren't many shops that sell what he needs. After some discussion, Norma's father agrees to sell the narrator the shot hole casing and deliver it to him secretly in the middle of the night.	7059	517	6	231	
