filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0.5	summary	The small room is filled with tense anticipation as a woman gives birth to a baby girl, disappointing her and making her long for a boy.	1020	43	0	0	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0.5	prediction	Judith gradually accepts and loves her daughter, finding comfort in the knowledge that John will also cherish her. She looks forward to the possibility of having more children and reflects on her family's history and the arranged marriage between her and John.	1020	43	1	0	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0.5	summary	John Mainwaring goes away to school and travels, returning to find Judith as a young lady. They fall in love and plan to get married, but their plans are disrupted by the outbreak of war.	2037	91	1	26	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0.5	prediction	John and Judith long for each other during the war, finding solace in secret meetings, but the ongoing conflict and pressure from their families strain their relationship.	2037	91	2	26	The small room is filled with tense anticipation as a woman gives birth to a baby girl, disappointing her and making her long for a boy.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0.5	summary	Judith and John discuss the war and the uncertainty of their future together, leading to Judith's fear and desperation. John reassures her and they part ways, leaving Judith feeling content and hopeful.	3049	151	2	61	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0.5	prediction	Judith discovers she is pregnant and fears her family's reaction. She plans to escape and find John, while her father arranges her marriage to Edmund Mortimer, Earl of Radclyffe.	3049	151	3	61	The small room is filled with tense anticipation as a woman gives birth to a baby girl, disappointing her and making her long for a boy. John Mainwaring goes away to school and travels, returning to find Judith as a young lady. They fall in love and plan to get married, but their plans are disrupted by the outbreak of war.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0.5	summary	Judith expresses her dislike for the Earl and her reluctance to get married, but her parents continue with the wedding plans despite her objections.	4088	202	3	93	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0.5	prediction	Judith receives a sealed letter believed to be from John, but her mother burns it and refuses to leave their home, leaving Judith torn between her love for John and her loyalty to her family.	4088	202	4	93	The small room is filled with tense anticipation as a woman gives birth to a baby girl, disappointing her and making her long for a boy. John Mainwaring goes away to school and travels, returning to find Judith as a young lady. They fall in love and plan to get married, but their plans are disrupted by the outbreak of war. Judith and John discuss the war and the uncertainty of their future together, leading to Judith's fear and desperation. John reassures her and they part ways, leaving Judith feeling content and hopeful.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0.5	summary	Judith, disguised as John St. Clare's wife, leaves her home and finds refuge in a farmhouse in Essex during the war, where she forms a close bond with Sarah Goodegroome and feels a sense of security and happiness.	5127	249	4	117	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0.5	prediction	Judith gives birth to a daughter named Amber, but complications arise and she begins to fear for her life. Despite Sarah's attempts to reassure her, Judith's condition worsens and she pleads for help before drifting into unconsciousness.	5127	249	5	117	The small room is filled with tense anticipation as a woman gives birth to a baby girl, disappointing her and making her long for a boy. John Mainwaring goes away to school and travels, returning to find Judith as a young lady. They fall in love and plan to get married, but their plans are disrupted by the outbreak of war. Judith and John discuss the war and the uncertainty of their future together, leading to Judith's fear and desperation. John reassures her and they part ways, leaving Judith feeling content and hopeful. Judith expresses her dislike for the Earl and her reluctance to get married, but her parents continue with the wedding plans despite her objections.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0.5	summary	The passage describes the peaceful and picturesque village of Marygreen, with its quaint houses, blooming flowers, and lively activities of the villagers.	6132	289	5	155	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0.5	prediction	A group of men on horseback, dressed in magnificent attire, arrives in the village, capturing the attention and admiration of the young girls.	6132	289	6	155	The small room is filled with tense anticipation as a woman gives birth to a baby girl, disappointing her and making her long for a boy. John Mainwaring goes away to school and travels, returning to find Judith as a young lady. They fall in love and plan to get married, but their plans are disrupted by the outbreak of war. Judith and John discuss the war and the uncertainty of their future together, leading to Judith's fear and desperation. John reassures her and they part ways, leaving Judith feeling content and hopeful. Judith expresses her dislike for the Earl and her reluctance to get married, but her parents continue with the wedding plans despite her objections. Judith, disguised as John St. Clare's wife, leaves her home and finds refuge in a farmhouse in Essex during the war, where she forms a close bond with Sarah Goodegroome and feels a sense of security and happiness.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0.5	summary	A group of men on horseback arrive in a small village and ask for a tavern, engaging in playful banter with the local girls.	7141	331	6	177	
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0.5	prediction	The men stay at the inn and interact with the villagers, potentially forming romantic connections with the local girls.	7141	331	7	177	The small room is filled with tense anticipation as a woman gives birth to a baby girl, disappointing her and making her long for a boy. John Mainwaring goes away to school and travels, returning to find Judith as a young lady. They fall in love and plan to get married, but their plans are disrupted by the outbreak of war. Judith and John discuss the war and the uncertainty of their future together, leading to Judith's fear and desperation. John reassures her and they part ways, leaving Judith feeling content and hopeful. Judith expresses her dislike for the Earl and her reluctance to get married, but her parents continue with the wedding plans despite her objections. Judith, disguised as John St. Clare's wife, leaves her home and finds refuge in a farmhouse in Essex during the war, where she forms a close bond with Sarah Goodegroome and feels a sense of security and happiness. The passage describes the peaceful and picturesque village of Marygreen, with its quaint houses, blooming flowers, and lively activities of the villagers.
00010764.txt	Forever Amber	Kathleen Winsor	Turbo-0.5	summary	Amber arrives at the inn and encounters a group of men, including a dark-haired stranger, who captivates her with his appearance and demeanor. She helps Mrs. Poterell in the kitchen and catches the attention of Lord Almsbury, who engages in playful banter with her.	8175	375	7	201	
