filename	title	author	reader	mode	text	wordindex	sentindex	chunkindex	recaplen	recaptext
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	summary	Zoya, a young girl on a troika ride, reminisces about her love for ballet and her close friendship with her cousin Marie, and arrives at the Alexander Palace.	1010	47	0	0	
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	prediction	Zoya enters the palace to have tea with Marie, where they catch up and discuss their passions and dreams.	1010	47	1	0	
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	summary	Two maids take Zoya's coat and she enters the Alexander Palace, reflecting on her close friendship with her cousin Marie and the illness that has struck the Tsarevich Alexis and her other cousins.	2012	94	1	28	
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	prediction	Zoya and Marie sit by the fireplace, discussing Marie's dislike of her hospital duties and Zoya's disappointment at not being able to show her new gown to Marie.	2012	94	2	28	Zoya, a young girl on a troika ride, reminisces about her love for ballet and her close friendship with her cousin Marie, and arrives at the Alexander Palace.
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	summary	Zoya and Marie talk about their gowns and share stories about their lives, discussing Marie's tutor and Zoya's experiences at the Smolny. They exchange a small bottle of perfume and express their concerns about the Tsarevich Alexis and the ongoing war.	3025	146	2	61	
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	prediction	Marie shows Zoya a letter or photograph and they discuss their lives and dreams, including their concerns about the wounded men and Alexis's illness. Zoya expresses her desire to do something amazing with her ballet talent.	3025	146	3	61	Zoya, a young girl on a troika ride, reminisces about her love for ballet and her close friendship with her cousin Marie, and arrives at the Alexander Palace. Two maids take Zoya's coat and she enters the Alexander Palace, reflecting on her close friendship with her cousin Marie and the illness that has struck the Tsarevich Alexis and her other cousins.
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	summary	Zoya and Marie talk about their dreams of ballet and marriage, and are interrupted by the arrival of the Empress Alexandra.	4036	198	3	102	
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	prediction	The Empress asks Zoya where she has been and Zoya confesses her visit to Marie's house, leading to consequences from Zoya's mother and a discussion about Zoya's future marriage prospects.	4036	198	4	102	Zoya, a young girl on a troika ride, reminisces about her love for ballet and her close friendship with her cousin Marie, and arrives at the Alexander Palace. Two maids take Zoya's coat and she enters the Alexander Palace, reflecting on her close friendship with her cousin Marie and the illness that has struck the Tsarevich Alexis and her other cousins. Zoya and Marie talk about their gowns and share stories about their lives, discussing Marie's tutor and Zoya's experiences at the Smolny. They exchange a small bottle of perfume and express their concerns about the Tsarevich Alexis and the ongoing war.
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	summary	Zoya receives a gift from the Empress Alexandra, a puppy named Sava, and chats with her mother and Marie in the Alexander Palace.	5043	247	4	123	
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	prediction	Zoya takes Sava home with her and introduces the puppy to her mother, who is not fond of dogs. They discuss Zoya's grandmother and the ongoing war.	5043	247	5	123	Zoya, a young girl on a troika ride, reminisces about her love for ballet and her close friendship with her cousin Marie, and arrives at the Alexander Palace. Two maids take Zoya's coat and she enters the Alexander Palace, reflecting on her close friendship with her cousin Marie and the illness that has struck the Tsarevich Alexis and her other cousins. Zoya and Marie talk about their gowns and share stories about their lives, discussing Marie's tutor and Zoya's experiences at the Smolny. They exchange a small bottle of perfume and express their concerns about the Tsarevich Alexis and the ongoing war. Zoya and Marie talk about their dreams of ballet and marriage, and are interrupted by the arrival of the Empress Alexandra.
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	summary	Zoya rushes home with the puppy given to her by the Empress, desperately trying to come up with excuses for her mother and hoping to arrive on time for dinner.	6050	295	5	146	
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	prediction	Zoya enters the dining room to find her whole family waiting for her, but her father, Count Vronsky, intervenes and manages to distract her mother's anger towards himself.	6050	295	6	146	Zoya, a young girl on a troika ride, reminisces about her love for ballet and her close friendship with her cousin Marie, and arrives at the Alexander Palace. Two maids take Zoya's coat and she enters the Alexander Palace, reflecting on her close friendship with her cousin Marie and the illness that has struck the Tsarevich Alexis and her other cousins. Zoya and Marie talk about their gowns and share stories about their lives, discussing Marie's tutor and Zoya's experiences at the Smolny. They exchange a small bottle of perfume and express their concerns about the Tsarevich Alexis and the ongoing war. Zoya and Marie talk about their dreams of ballet and marriage, and are interrupted by the arrival of the Empress Alexandra. Zoya receives a gift from the Empress Alexandra, a puppy named Sava, and chats with her mother and Marie in the Alexander Palace.
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	summary	Zoya arrives late for dinner, her mother is displeased, and her father defends her, leading to a discussion about her disobedience and exposure to the measles.	7084	348	6	176	
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	prediction	Zoya's mother reprimands her for her disobedience and warns her about the risk of catching the measles. Zoya apologizes but her mother remains skeptical, while her father and grandmother try to mediate the situation.	7084	348	7	176	Zoya, a young girl on a troika ride, reminisces about her love for ballet and her close friendship with her cousin Marie, and arrives at the Alexander Palace. Two maids take Zoya's coat and she enters the Alexander Palace, reflecting on her close friendship with her cousin Marie and the illness that has struck the Tsarevich Alexis and her other cousins. Zoya and Marie talk about their gowns and share stories about their lives, discussing Marie's tutor and Zoya's experiences at the Smolny. They exchange a small bottle of perfume and express their concerns about the Tsarevich Alexis and the ongoing war. Zoya and Marie talk about their dreams of ballet and marriage, and are interrupted by the arrival of the Empress Alexandra. Zoya receives a gift from the Empress Alexandra, a puppy named Sava, and chats with her mother and Marie in the Alexander Palace. Zoya rushes home with the puppy given to her by the Empress, desperately trying to come up with excuses for her mother and hoping to arrive on time for dinner.
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	summary	At dinner, Konstantin and Nicolai discuss the upcoming ball and the rumors about Nicholas being tired from the war, while Zoya and Nicolai tease each other playfully.	8093	397	7	202	
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	prediction	Zoya's father and brother have a private conversation about the concerns over the Tsar's health, leading Nicolai to share the unsettling news he has heard about the Tsar's ability to lead the troops.	8093	397	8	202	Zoya, a young girl on a troika ride, reminisces about her love for ballet and her close friendship with her cousin Marie, and arrives at the Alexander Palace. Two maids take Zoya's coat and she enters the Alexander Palace, reflecting on her close friendship with her cousin Marie and the illness that has struck the Tsarevich Alexis and her other cousins. Zoya and Marie talk about their gowns and share stories about their lives, discussing Marie's tutor and Zoya's experiences at the Smolny. They exchange a small bottle of perfume and express their concerns about the Tsarevich Alexis and the ongoing war. Zoya and Marie talk about their dreams of ballet and marriage, and are interrupted by the arrival of the Empress Alexandra. Zoya receives a gift from the Empress Alexandra, a puppy named Sava, and chats with her mother and Marie in the Alexander Palace. Zoya rushes home with the puppy given to her by the Empress, desperately trying to come up with excuses for her mother and hoping to arrive on time for dinner. Zoya arrives late for dinner, her mother is displeased, and her father defends her, leading to a discussion about her disobedience and exposure to the measles.
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	summary	Konstantin and Nicolai discuss the state of Russia and their belief that the country will not crack under the strain of the war, reassuring each other and expressing hope for the future.	9109	450	8	229	
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	prediction	Konstantin and Nicolai join the ladies in a drawing room, where Zoya is arguing with her mother over a gift from Empress Alexandra – a puppy. Zoya pleads with her father to let her keep the puppy, promising to take care of it. Natalya storms out of the room, leaving Konstantin to negotiate a compromise.	9109	450	9	229	Zoya, a young girl on a troika ride, reminisces about her love for ballet and her close friendship with her cousin Marie, and arrives at the Alexander Palace. Two maids take Zoya's coat and she enters the Alexander Palace, reflecting on her close friendship with her cousin Marie and the illness that has struck the Tsarevich Alexis and her other cousins. Zoya and Marie talk about their gowns and share stories about their lives, discussing Marie's tutor and Zoya's experiences at the Smolny. They exchange a small bottle of perfume and express their concerns about the Tsarevich Alexis and the ongoing war. Zoya and Marie talk about their dreams of ballet and marriage, and are interrupted by the arrival of the Empress Alexandra. Zoya receives a gift from the Empress Alexandra, a puppy named Sava, and chats with her mother and Marie in the Alexander Palace. Zoya rushes home with the puppy given to her by the Empress, desperately trying to come up with excuses for her mother and hoping to arrive on time for dinner. Zoya arrives late for dinner, her mother is displeased, and her father defends her, leading to a discussion about her disobedience and exposure to the measles. At dinner, Konstantin and Nicolai discuss the upcoming ball and the rumors about Nicholas being tired from the war, while Zoya and Nicolai tease each other playfully.
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	summary	Zoya receives a puppy as a gift from the Empress Alexandra, and her family discusses who will take care of it, with Zoya's grandmother offering to keep the dog.	10123	498	9	261	
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	prediction	Zoya's grandmother takes care of the puppy and bonds with Zoya, while Konstantin reflects on his wife's difficult personality and appreciates his mother's wisdom and kindness.	10123	498	10	261	Zoya, a young girl on a troika ride, reminisces about her love for ballet and her close friendship with her cousin Marie, and arrives at the Alexander Palace. Two maids take Zoya's coat and she enters the Alexander Palace, reflecting on her close friendship with her cousin Marie and the illness that has struck the Tsarevich Alexis and her other cousins. Zoya and Marie talk about their gowns and share stories about their lives, discussing Marie's tutor and Zoya's experiences at the Smolny. They exchange a small bottle of perfume and express their concerns about the Tsarevich Alexis and the ongoing war. Zoya and Marie talk about their dreams of ballet and marriage, and are interrupted by the arrival of the Empress Alexandra. Zoya receives a gift from the Empress Alexandra, a puppy named Sava, and chats with her mother and Marie in the Alexander Palace. Zoya rushes home with the puppy given to her by the Empress, desperately trying to come up with excuses for her mother and hoping to arrive on time for dinner. Zoya arrives late for dinner, her mother is displeased, and her father defends her, leading to a discussion about her disobedience and exposure to the measles. At dinner, Konstantin and Nicolai discuss the upcoming ball and the rumors about Nicholas being tired from the war, while Zoya and Nicolai tease each other playfully. Konstantin and Nicolai discuss the state of Russia and their belief that the country will not crack under the strain of the war, reassuring each other and expressing hope for the future.
00022982.txt	Zoya	Danielle Steele	Turbo-1.0	summary	Zoya receives news that her cousin Marie has also contracted measles, leading to her not being able to visit Marie for weeks.	11129	546	10	290	
