filename	title	author	mode	text	wordindex	position	startsentence	sentindex	passindex	chunkindex	recaplen	recaptext	passage_length	divide_type
chapterbooks/ScarletLetter.txt	The Scarlet Letter	Nathaniel Hawthorne	summary	In the early days of Boston, a crowd gathers in front of the prison, where a wooden jail stands weathered and aged, while a wild rose-bush grows at the threshold, and the people, with their stern Puritan beliefs, watch intently as some form of punishment is about to take place, their interest piqued, especially the women, who do not hesitate to join the crowd and witness the spectacle.	915	0.0	1	25	0	0	0		915	sentence
chapterbooks/ScarletLetter.txt	The Scarlet Letter	Nathaniel Hawthorne	prediction	As the crowd gathers in front of the prison, a notable event is about to take place, possibly an execution or a public punishment, and the women in the crowd are particularly interested in witnessing it.	915	0.0	1	25	0	1	0		915	sentence
chapterbooks/ScarletLetter.txt	The Scarlet Letter	Nathaniel Hawthorne	summary	"A crowd of Puritan women gather outside the prison to witness the punishment of Hester Prynne, who emerges from the jail with her baby, bearing the scarlet letter ""A"" on her dress, causing a stir among the onlookers."	1812	0.01344	26	50	0	1	68		897	sentence
chapterbooks/ScarletLetter.txt	The Scarlet Letter	Nathaniel Hawthorne	prediction	Hester Prynne, with her baby in her arms and the scarlet letter A displayed on her gown, defiantly faces the judgment and scrutiny of the crowd, refusing to be ashamed of her sin.	1812	0.01344	26	50	0	2	68	In the early days of Boston, a crowd gathers in front of the prison, where a wooden jail stands weathered and aged, while a wild rose-bush grows at the threshold, and the people, with their stern Puritan beliefs, watch intently as some form of punishment is about to take place, their interest piqued, especially the women, who do not hesitate to join the crowd and witness the spectacle.	897	sentence
chapterbooks/ScarletLetter.txt	The Scarlet Letter	Nathaniel Hawthorne	summary	"Hester Prynne emerges from the prison with her baby, wearing the scarlet letter ""A"" on her dress, and her beauty shines despite the misfortune and ignominy she faces, causing a stir among the onlookers, who comment on her attire and the symbolism of the letter; she is then led to a scaffold in the market-place, which is a platform of the pillory, a symbol of public shame and ignominy."	2740	0.02662	51	77	0	2	106		928	sentence
chapterbooks/ScarletLetter.txt	The Scarlet Letter	Nathaniel Hawthorne	prediction	As Hester Prynne stands on the scaffold, the crowd eagerly awaits the moment when the scarlet letter will be revealed to all, and the shame and punishment she must endure will be on full display.	2740	0.02662	51	77	0	3	106	"In the early days of Boston, a crowd gathers in front of the prison, where a wooden jail stands weathered and aged, while a wild rose-bush grows at the threshold, and the people, with their stern Puritan beliefs, watch intently as some form of punishment is about to take place, their interest piqued, especially the women, who do not hesitate to join the crowd and witness the spectacle. A crowd of Puritan women gather outside the prison to witness the punishment of Hester Prynne, who emerges from the jail with her baby, bearing the scarlet letter ""A"" on her dress, causing a stir among the onlookers."	928	sentence
chapterbooks/ScarletLetter.txt	The Scarlet Letter	Nathaniel Hawthorne	summary	Hester Prynne stands on the scaffold, enduring the gaze and judgment of the crowd, while her mind drifts between memories of her past and the harsh reality of her present situation.	3605	0.04025	78	99	0	3	175		865	sentence
chapterbooks/ScarletLetter.txt	The Scarlet Letter	Nathaniel Hawthorne	prediction	As Hester Prynne stands on the scaffold, she reflects on her past and experiences a mix of emotions, but soon the crowd becomes restless and demands to see the identity of the father of her child.	3605	0.04025	78	99	0	4	175	"In the early days of Boston, a crowd gathers in front of the prison, where a wooden jail stands weathered and aged, while a wild rose-bush grows at the threshold, and the people, with their stern Puritan beliefs, watch intently as some form of punishment is about to take place, their interest piqued, especially the women, who do not hesitate to join the crowd and witness the spectacle. A crowd of Puritan women gather outside the prison to witness the punishment of Hester Prynne, who emerges from the jail with her baby, bearing the scarlet letter ""A"" on her dress, causing a stir among the onlookers. Hester Prynne emerges from the prison with her baby, wearing the scarlet letter ""A"" on her dress, and her beauty shines despite the misfortune and ignominy she faces, causing a stir among the onlookers, who comment on her attire and the symbolism of the letter; she is then led to a scaffold in the market-place, which is a platform of the pillory, a symbol of public shame and ignominy."	865	sentence
chapterbooks/ScarletLetter.txt	The Scarlet Letter	Nathaniel Hawthorne	summary	"Hester Prynne recalls memories of her past and the people who have influenced her life as she stands on the scaffold, and she is startled by the presence of a Native American man and a white man who shows a keen interest in her, prompting her to clutch her baby and causing the crowd to wonder about her identity and her ""evil doings."""	4470	0.05296	100	126	0	4	206		865	sentence
chapterbooks/ScarletLetter.txt	The Scarlet Letter	Nathaniel Hawthorne	prediction	"The stranger, who appears to have a connection with Hester Prynne, engages in a conversation with a townsman to inquire about her and her ""evil doings,"" which will likely lead to further revelations and developments in the story."	4470	0.05296	100	126	0	5	206	"In the early days of Boston, a crowd gathers in front of the prison, where a wooden jail stands weathered and aged, while a wild rose-bush grows at the threshold, and the people, with their stern Puritan beliefs, watch intently as some form of punishment is about to take place, their interest piqued, especially the women, who do not hesitate to join the crowd and witness the spectacle. A crowd of Puritan women gather outside the prison to witness the punishment of Hester Prynne, who emerges from the jail with her baby, bearing the scarlet letter ""A"" on her dress, causing a stir among the onlookers. Hester Prynne emerges from the prison with her baby, wearing the scarlet letter ""A"" on her dress, and her beauty shines despite the misfortune and ignominy she faces, causing a stir among the onlookers, who comment on her attire and the symbolism of the letter; she is then led to a scaffold in the market-place, which is a platform of the pillory, a symbol of public shame and ignominy. Hester Prynne stands on the scaffold, enduring the gaze and judgment of the crowd, while her mind drifts between memories of her past and the harsh reality of her present situation."	865	sentence
