filename	title	author	mode	text	wordindex	position	startsentence	sentindex	passindex	chunkindex	recaplen	recaptext	passage_length	divide_type
chapterbooks/AmazingWeb.txt	The Amazing Web	Harry Stephen Keeler	summary	Al Lipke, a well-dressed man staying at a hotel in New York City, reads two intriguing advertisements in the newspaper, one offering employment for 1,200 men and the other seeking a performer with a unique talent, and shortly after, starts meeting with potential candidates for the job.	834	0.0	1	42	0	0	0		834	sentence
chapterbooks/AmazingWeb.txt	The Amazing Web	Harry Stephen Keeler	prediction	After impressing Mr. Cloyd with his juggling skills, Charles Carino negotiates a deal to perform his unique feat and secure a hefty payment.	834	0.0	1	42	0	1	0		834	sentence
chapterbooks/AmazingWeb.txt	The Amazing Web	Harry Stephen Keeler	summary	Al Lipke meets with a juggler who can handle nine balls and then interviews a boy named Floto who possesses an exceptional memory and knowledge.	1816	0.00819	43	93	0	1	47		982	sentence
chapterbooks/AmazingWeb.txt	The Amazing Web	Harry Stephen Keeler	prediction	Impressed by Floto's vast knowledge, Lipke decides to hire him for the job, and begins discussing the terms of his employment and the details of the performance.	1816	0.00819	43	93	0	2	47	Al Lipke, a well-dressed man staying at a hotel in New York City, reads two intriguing advertisements in the newspaper, one offering employment for 1,200 men and the other seeking a performer with a unique talent, and shortly after, starts meeting with potential candidates for the job.	982	sentence
chapterbooks/AmazingWeb.txt	The Amazing Web	Harry Stephen Keeler	summary	Al Lipke interviews a boy named Floto with an exceptional memory and knowledge, but ultimately decides he is not suitable for his plans, and then proceeds to interview Professor Kanning, a rapid calculator, who also does not meet his requirements.	2704	0.01783	94	147	0	2	72		888	sentence
chapterbooks/AmazingWeb.txt	The Amazing Web	Harry Stephen Keeler	prediction	After interviewing the remaining candidates, Lipke selects the tall, pockmarked man, who appears to have a mysterious and intriguing background, for his special purpose.	2704	0.01783	94	147	0	3	72	Al Lipke, a well-dressed man staying at a hotel in New York City, reads two intriguing advertisements in the newspaper, one offering employment for 1,200 men and the other seeking a performer with a unique talent, and shortly after, starts meeting with potential candidates for the job. Al Lipke meets with a juggler who can handle nine balls and then interviews a boy named Floto who possesses an exceptional memory and knowledge.	888	sentence
chapterbooks/AmazingWeb.txt	The Amazing Web	Harry Stephen Keeler	summary	Al Lipke interviews several potential candidates for an act that exceeds any in vaudeville, including a sword-swallowing act, a strongman, a handcuff king, and a daredevil cyclist, ultimately selecting the cyclist with his double loopless loop-the-loop act.	3659	0.02655	148	201	0	3	112		955	sentence
chapterbooks/AmazingWeb.txt	The Amazing Web	Harry Stephen Keeler	prediction	Al Lipke and Gus Chevalo discuss the details of the double loopless loop-the-loop act, and Lipke agrees to represent Chevalo in showcasing this never-before-seen feat in public.	3659	0.02655	148	201	0	4	112	Al Lipke, a well-dressed man staying at a hotel in New York City, reads two intriguing advertisements in the newspaper, one offering employment for 1,200 men and the other seeking a performer with a unique talent, and shortly after, starts meeting with potential candidates for the job. Al Lipke meets with a juggler who can handle nine balls and then interviews a boy named Floto who possesses an exceptional memory and knowledge. Al Lipke interviews a boy named Floto with an exceptional memory and knowledge, but ultimately decides he is not suitable for his plans, and then proceeds to interview Professor Kanning, a rapid calculator, who also does not meet his requirements.	955	sentence
chapterbooks/AmazingWeb.txt	The Amazing Web	Harry Stephen Keeler	summary	Al Lipke discusses a potential act with Chevalo, a cyclist, offering him a large sum of money for a one-time performance in Chicago, while Lipke plans a scheme to keep their connection hidden from the police; the passage then shifts to the past, introducing David Crosby, a young attorney in Kansas, who is about to begin the trial of Lindell Trent for grand larceny.	4465	0.03592	202	232	0	4	149		806	sentence
chapterbooks/AmazingWeb.txt	The Amazing Web	Harry Stephen Keeler	prediction	David Crosby, the attorney, prepares for the trial of Lindell Trent for grand larceny, and as he steps out into the bright October morning sunlight, he receives a crucial piece of evidence that could potentially save his client.	4465	0.03592	202	232	0	5	149	Al Lipke, a well-dressed man staying at a hotel in New York City, reads two intriguing advertisements in the newspaper, one offering employment for 1,200 men and the other seeking a performer with a unique talent, and shortly after, starts meeting with potential candidates for the job. Al Lipke meets with a juggler who can handle nine balls and then interviews a boy named Floto who possesses an exceptional memory and knowledge. Al Lipke interviews a boy named Floto with an exceptional memory and knowledge, but ultimately decides he is not suitable for his plans, and then proceeds to interview Professor Kanning, a rapid calculator, who also does not meet his requirements. Al Lipke interviews several potential candidates for an act that exceeds any in vaudeville, including a sword-swallowing act, a strongman, a handcuff king, and a daredevil cyclist, ultimately selecting the cyclist with his double loopless loop-the-loop act.	806	sentence
