filename	title	author	mode	text	wordindex	position	startsentence	sentindex	passindex	chunkindex	recaplen	recaptext	passage_length	divide_type
chapterbooks/PortraitOfTheArtist.txt	Portrait of the Artist as a Young Man	James Joyce	summary	In the opening chapter of the novel, the protagonist, Stephen Dedalus, reflects on his childhood experiences, his family, his school, and his desire to be indoors rather than outside in the cold.	912	0.0	1	67	0	0	0		912	sentence
chapterbooks/PortraitOfTheArtist.txt	Portrait of the Artist as a Young Man	James Joyce	prediction	Stephen, feeling small and weak among the other boys, decides to retreat to the study hall to change the number on his desk and avoid the cold outside.	912	0.0	1	67	0	1	0		912	sentence
chapterbooks/PortraitOfTheArtist.txt	Portrait of the Artist as a Young Man	James Joyce	summary	Stephen Dedalus reminisces about his childhood experiences, including memories of the castle, learning spelling sentences, a playground incident, and struggling with a difficult math problem in school.	1746	0.01075	68	118	0	1	32		834	sentence
chapterbooks/PortraitOfTheArtist.txt	Portrait of the Artist as a Young Man	James Joyce	prediction	Stephen continues to struggle with his studies and the competition with Jack Lawton, leading to further tension and rivalry between the two boys.	1746	0.01075	68	118	0	2	32	In the opening chapter of the novel, the protagonist, Stephen Dedalus, reflects on his childhood experiences, his family, his school, and his desire to be indoors rather than outside in the cold.	834	sentence
chapterbooks/PortraitOfTheArtist.txt	Portrait of the Artist as a Young Man	James Joyce	summary	Stephen Dedalus daydreams about colors, beauty, and his longing to be home while struggling to fit in with his classmates and facing a moment of embarrassment.	2658	0.02059	119	177	0	2	59		912	sentence
chapterbooks/PortraitOfTheArtist.txt	Portrait of the Artist as a Young Man	James Joyce	prediction	After the bell rings, Stephen follows the other boys out of the playroom and into the corridor and staircase, feeling the cold air against his body as he heads to the next part of his day at school.	2658	0.02059	119	177	0	3	59	In the opening chapter of the novel, the protagonist, Stephen Dedalus, reflects on his childhood experiences, his family, his school, and his desire to be indoors rather than outside in the cold. Stephen Dedalus reminisces about his childhood experiences, including memories of the castle, learning spelling sentences, a playground incident, and struggling with a difficult math problem in school.	912	sentence
chapterbooks/PortraitOfTheArtist.txt	Portrait of the Artist as a Young Man	James Joyce	summary	Stephen Dedalus contemplates the meaning of a kiss, reflects on his geography lessons, ponders the concept of God, and feels small and weak, longing to be like the other boys in his school.	3554	0.03134	178	233	0	3	85		896	sentence
chapterbooks/PortraitOfTheArtist.txt	Portrait of the Artist as a Young Man	James Joyce	prediction	After contemplating the meaning of kissing and pondering the vastness of the universe, Stephen Dedalus eventually falls asleep and dreams of the upcoming Christmas vacation and the comfort of his warm bed.	3554	0.03134	178	233	0	4	85	In the opening chapter of the novel, the protagonist, Stephen Dedalus, reflects on his childhood experiences, his family, his school, and his desire to be indoors rather than outside in the cold. Stephen Dedalus reminisces about his childhood experiences, including memories of the castle, learning spelling sentences, a playground incident, and struggling with a difficult math problem in school. Stephen Dedalus daydreams about colors, beauty, and his longing to be home while struggling to fit in with his classmates and facing a moment of embarrassment.	896	sentence
chapterbooks/PortraitOfTheArtist.txt	Portrait of the Artist as a Young Man	James Joyce	summary	Stephen Dedalus reflects on his childhood experiences while preparing for bed, recalling memories of the chapel, the smell of the peasants, and the fear of the dark, before contemplating the ghosts of murderers and his longing to go home for the holidays.	4501	0.0419	234	296	0	4	118		947	sentence
chapterbooks/PortraitOfTheArtist.txt	Portrait of the Artist as a Young Man	James Joyce	prediction	Stephen Dedalus eagerly anticipates going home for the holidays and imagines the joy of traveling on the cars in the wintry morning outside the door of the castle.	4501	0.0419	234	296	0	5	118	In the opening chapter of the novel, the protagonist, Stephen Dedalus, reflects on his childhood experiences, his family, his school, and his desire to be indoors rather than outside in the cold. Stephen Dedalus reminisces about his childhood experiences, including memories of the castle, learning spelling sentences, a playground incident, and struggling with a difficult math problem in school. Stephen Dedalus daydreams about colors, beauty, and his longing to be home while struggling to fit in with his classmates and facing a moment of embarrassment. Stephen Dedalus contemplates the meaning of a kiss, reflects on his geography lessons, ponders the concept of God, and feels small and weak, longing to be like the other boys in his school.	947	sentence
