filename	title	author	mode	text	wordindex	position	startsentence	sentindex	passindex	chunkindex	recaplen	recaptext	passage_length	divide_type
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	summary	Chili, a man connected to the Manzara brothers, recounts how he moved to Miami with his wife for a new job selling restaurant supplies, only to have his leather jacket stolen and be confronted with the name Ray Barboni, a guy he knew as Bones who worked for Jimmy Capotorto and was known for borrowing things without returning them.	922	0.0	1	40	0	0	0		922	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	prediction	Chili decides to take matters into his own hands and track down Ray Bones himself to retrieve his stolen leather jacket and car keys.	922	0.0	1	40	0	1	0		922	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	summary	Chili, accompanied by his friend Tommy Carlo, retrieves his stolen leather coat from Ray Bones without saying a word, reflecting on his relationship with his wife and his approach to collecting debts along the way.	1806	0.01151	41	81	0	1	59		884	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	prediction	Chili and Tommy Carlo drive to the Victor Hotel on Ocean Drive, where Chili retrieves his coat from Ray Bones and walks out without saying a word, leaving Ray Bones beaten and bloody.	1806	0.01151	41	81	0	2	59	Chili, a man connected to the Manzara brothers, recounts how he moved to Miami with his wife for a new job selling restaurant supplies, only to have his leather jacket stolen and be confronted with the name Ray Barboni, a guy he knew as Bones who worked for Jimmy Capotorto and was known for borrowing things without returning them.	884	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	summary	Chili reflects on the potential threats from Ray Bones, acquires a gun, and shoots Bones in the head, leading to a discussion between the bosses about the incident, Debbie leaving Chili, and Chili's subsequent relationships with various women.	2758	0.02254	82	129	0	2	94		952	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	prediction	After shooting Ray Bones, Chili deals with the aftermath of the incident and contemplates his relationship with women, ultimately finding himself drawn to a singer named Nicole.	2758	0.02254	82	129	0	3	94	Chili, a man connected to the Manzara brothers, recounts how he moved to Miami with his wife for a new job selling restaurant supplies, only to have his leather jacket stolen and be confronted with the name Ray Barboni, a guy he knew as Bones who worked for Jimmy Capotorto and was known for borrowing things without returning them. Chili, accompanied by his friend Tommy Carlo, retrieves his stolen leather coat from Ray Bones without saying a word, reflecting on his relationship with his wife and his approach to collecting debts along the way.	952	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	summary	Chili, after retrieving his stolen leather coat from Ray Bones, encounters Bones in a barbershop and confronts him about their business, leading to Chili revealing that a debtor has died in a plane crash and proving it with newspaper articles.	3588	0.03442	130	171	0	3	132		830	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	prediction	As Chili and Ray Bones continue their tense conversation, Chili reveals that he knows more about Bones than he lets on, leading to a confrontation that escalates into violence.	3588	0.03442	130	171	0	4	132	Chili, a man connected to the Manzara brothers, recounts how he moved to Miami with his wife for a new job selling restaurant supplies, only to have his leather jacket stolen and be confronted with the name Ray Barboni, a guy he knew as Bones who worked for Jimmy Capotorto and was known for borrowing things without returning them. Chili, accompanied by his friend Tommy Carlo, retrieves his stolen leather coat from Ray Bones without saying a word, reflecting on his relationship with his wife and his approach to collecting debts along the way. Chili reflects on the potential threats from Ray Bones, acquires a gun, and shoots Bones in the head, leading to a discussion between the bosses about the incident, Debbie leaving Chili, and Chili's subsequent relationships with various women.	830	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	summary	Chili retrieves his stolen leather coat from Ray Bones and confronts him about a debtor who died in a plane crash, leading to a tense conversation and Chili learning that Leo, the debtor, has been avoiding him and his wife Fay.	4526	0.04478	172	225	0	4	172		938	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	prediction	Chili, feeling a mixture of guilt and intrigue, continues his conversation with Fay about Leo's disappearance and the possibility of life insurance, eventually convincing her to investigate further and potentially take legal action against the airline or Leo's whereabouts.	4526	0.04478	172	225	0	5	172	Chili, a man connected to the Manzara brothers, recounts how he moved to Miami with his wife for a new job selling restaurant supplies, only to have his leather jacket stolen and be confronted with the name Ray Barboni, a guy he knew as Bones who worked for Jimmy Capotorto and was known for borrowing things without returning them. Chili, accompanied by his friend Tommy Carlo, retrieves his stolen leather coat from Ray Bones without saying a word, reflecting on his relationship with his wife and his approach to collecting debts along the way. Chili reflects on the potential threats from Ray Bones, acquires a gun, and shoots Bones in the head, leading to a discussion between the bosses about the incident, Debbie leaving Chili, and Chili's subsequent relationships with various women. Chili, after retrieving his stolen leather coat from Ray Bones, encounters Bones in a barbershop and confronts him about their business, leading to Chili revealing that a debtor has died in a plane crash and proving it with newspaper articles.	938	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	summary	Fay asks Chili to find her missing husband, Leo, who may have stolen money, while Harry Zimm and Karen hear voices downstairs and speculate about their source.	5337	0.05649	226	272	0	5	213		811	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	prediction	Harry and Karen investigate the voices they hear downstairs and discover an unexpected intruder in their house.	5337	0.05649	226	272	0	6	213	Chili, a man connected to the Manzara brothers, recounts how he moved to Miami with his wife for a new job selling restaurant supplies, only to have his leather jacket stolen and be confronted with the name Ray Barboni, a guy he knew as Bones who worked for Jimmy Capotorto and was known for borrowing things without returning them. Chili, accompanied by his friend Tommy Carlo, retrieves his stolen leather coat from Ray Bones without saying a word, reflecting on his relationship with his wife and his approach to collecting debts along the way. Chili reflects on the potential threats from Ray Bones, acquires a gun, and shoots Bones in the head, leading to a discussion between the bosses about the incident, Debbie leaving Chili, and Chili's subsequent relationships with various women. Chili, after retrieving his stolen leather coat from Ray Bones, encounters Bones in a barbershop and confronts him about their business, leading to Chili revealing that a debtor has died in a plane crash and proving it with newspaper articles. Chili retrieves his stolen leather coat from Ray Bones and confronts him about a debtor who died in a plane crash, leading to a tense conversation and Chili learning that Leo, the debtor, has been avoiding him and his wife Fay.	811	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	summary	Karen and Harry have a tense conversation about a potential break-in at Karen's house, revealing their complicated history and Harry's career struggles.	6242	0.06661	273	317	0	6	240		905	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	prediction	After their conversation about the potential break-in, Harry and Karen continue to discuss their complicated past relationships and the possibility of getting back together, leading to a decision that will impact their future.	6242	0.06661	273	317	0	7	240	Chili, a man connected to the Manzara brothers, recounts how he moved to Miami with his wife for a new job selling restaurant supplies, only to have his leather jacket stolen and be confronted with the name Ray Barboni, a guy he knew as Bones who worked for Jimmy Capotorto and was known for borrowing things without returning them. Chili, accompanied by his friend Tommy Carlo, retrieves his stolen leather coat from Ray Bones without saying a word, reflecting on his relationship with his wife and his approach to collecting debts along the way. Chili reflects on the potential threats from Ray Bones, acquires a gun, and shoots Bones in the head, leading to a discussion between the bosses about the incident, Debbie leaving Chili, and Chili's subsequent relationships with various women. Chili, after retrieving his stolen leather coat from Ray Bones, encounters Bones in a barbershop and confronts him about their business, leading to Chili revealing that a debtor has died in a plane crash and proving it with newspaper articles. Chili retrieves his stolen leather coat from Ray Bones and confronts him about a debtor who died in a plane crash, leading to a tense conversation and Chili learning that Leo, the debtor, has been avoiding him and his wife Fay. Fay asks Chili to find her missing husband, Leo, who may have stolen money, while Harry Zimm and Karen hear voices downstairs and speculate about their source.	905	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	summary	Harry Zimm encounters a mysterious man named Chili Palmer in Karen's house, initially mistaking him for a friend of Karen's but soon realizing that Chili is a cool, intimidating character who may be involved in the film industry.	7180	0.07791	318	367	0	7	262		938	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	prediction	Harry realizes that Chili Palmer is not an actor friend of Karen's, but someone with more sinister intentions, and a confrontation ensues between the two of them.	7180	0.07791	318	367	0	8	262	Chili, a man connected to the Manzara brothers, recounts how he moved to Miami with his wife for a new job selling restaurant supplies, only to have his leather jacket stolen and be confronted with the name Ray Barboni, a guy he knew as Bones who worked for Jimmy Capotorto and was known for borrowing things without returning them. Chili, accompanied by his friend Tommy Carlo, retrieves his stolen leather coat from Ray Bones without saying a word, reflecting on his relationship with his wife and his approach to collecting debts along the way. Chili reflects on the potential threats from Ray Bones, acquires a gun, and shoots Bones in the head, leading to a discussion between the bosses about the incident, Debbie leaving Chili, and Chili's subsequent relationships with various women. Chili, after retrieving his stolen leather coat from Ray Bones, encounters Bones in a barbershop and confronts him about their business, leading to Chili revealing that a debtor has died in a plane crash and proving it with newspaper articles. Chili retrieves his stolen leather coat from Ray Bones and confronts him about a debtor who died in a plane crash, leading to a tense conversation and Chili learning that Leo, the debtor, has been avoiding him and his wife Fay. Fay asks Chili to find her missing husband, Leo, who may have stolen money, while Harry Zimm and Karen hear voices downstairs and speculate about their source. Karen and Harry have a tense conversation about a potential break-in at Karen's house, revealing their complicated history and Harry's career struggles.	938	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	summary	Chili confronts Harry about his unpaid markers and outstanding debts, leading to a tense conversation about Harry's financial situation and Chili's involvement in collecting the debts.	8065	0.08961	368	424	0	8	300		885	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	prediction	Chili and Harry continue their conversation, with Chili revealing more about Harry's debts and the consequences he may face if he doesn't resolve them.	8065	0.08961	368	424	0	9	300	Chili, a man connected to the Manzara brothers, recounts how he moved to Miami with his wife for a new job selling restaurant supplies, only to have his leather jacket stolen and be confronted with the name Ray Barboni, a guy he knew as Bones who worked for Jimmy Capotorto and was known for borrowing things without returning them. Chili, accompanied by his friend Tommy Carlo, retrieves his stolen leather coat from Ray Bones without saying a word, reflecting on his relationship with his wife and his approach to collecting debts along the way. Chili reflects on the potential threats from Ray Bones, acquires a gun, and shoots Bones in the head, leading to a discussion between the bosses about the incident, Debbie leaving Chili, and Chili's subsequent relationships with various women. Chili, after retrieving his stolen leather coat from Ray Bones, encounters Bones in a barbershop and confronts him about their business, leading to Chili revealing that a debtor has died in a plane crash and proving it with newspaper articles. Chili retrieves his stolen leather coat from Ray Bones and confronts him about a debtor who died in a plane crash, leading to a tense conversation and Chili learning that Leo, the debtor, has been avoiding him and his wife Fay. Fay asks Chili to find her missing husband, Leo, who may have stolen money, while Harry Zimm and Karen hear voices downstairs and speculate about their source. Karen and Harry have a tense conversation about a potential break-in at Karen's house, revealing their complicated history and Harry's career struggles. Harry Zimm encounters a mysterious man named Chili Palmer in Karen's house, initially mistaking him for a friend of Karen's but soon realizing that Chili is a cool, intimidating character who may be involved in the film industry.	885	sentence
chapterbooks/GetShorty.txt	Get Shorty	Elmore Leonard	summary	Chili confronts Harry Zimm about his unpaid debts, leading to a tense conversation about Harry's financial situation and Chili's involvement in collecting the debts.	8954	0.10066	425	474	0	9	326		889	sentence
