filename	title	author	mode	text	wordindex	position	startsentence	sentindex	passindex	chunkindex	recaplen	recaptext	passage_length	divide_type
chapterbooks/Beloved.txt	Beloved	Toni Morrison	summary	The passage introduces the spiteful and haunted atmosphere of 124 Bluestone Road, where Sethe and her daughter Denver are the sole victims, haunted by the past and the ghost of Sethe's baby girl, while Sethe reflects on the tragic events that led to her baby's death and the repercussions it had on their lives.	907	0.0	1	49	0	0	0		907	sentence
chapterbooks/Beloved.txt	Beloved	Toni Morrison	prediction	Sethe and Denver, determined to end the persecution by the ghost of Sethe's baby girl, continue their attempts to call forth the spirit and engage in a conversation with it.	907	0.0	1	49	0	1	0		907	sentence
chapterbooks/Beloved.txt	Beloved	Toni Morrison	summary	Sethe reflects on the haunted past and encounters Paul D, the last of the Sweet Home men, who learns about the death of Baby Suggs and expresses remorse for missing her.	1776	0.00929	50	98	0	1	54		869	sentence
chapterbooks/Beloved.txt	Beloved	Toni Morrison	prediction	Sethe and Paul D will spend some time reminiscing about Baby Suggs and their past at Sweet Home, before delving into the difficulties they have faced since then and the challenges that lie ahead.	1776	0.00929	50	98	0	2	54	The passage introduces the spiteful and haunted atmosphere of 124 Bluestone Road, where Sethe and her daughter Denver are the sole victims, haunted by the past and the ghost of Sethe's baby girl, while Sethe reflects on the tragic events that led to her baby's death and the repercussions it had on their lives.	869	sentence
chapterbooks/Beloved.txt	Beloved	Toni Morrison	summary	Paul D visits Sethe at her haunted house, reflecting on their past at Sweet Home and the tragic events that have shaped their lives.	2732	0.01819	99	152	0	2	85		956	sentence
chapterbooks/Beloved.txt	Beloved	Toni Morrison	prediction	Sethe and Paul D will continue their conversation, delving deeper into their shared past at Sweet Home and the tragic events that occurred there, leading to a cathartic release of emotions and a deeper understanding between them.	2732	0.01819	99	152	0	3	85	The passage introduces the spiteful and haunted atmosphere of 124 Bluestone Road, where Sethe and her daughter Denver are the sole victims, haunted by the past and the ghost of Sethe's baby girl, while Sethe reflects on the tragic events that led to her baby's death and the repercussions it had on their lives. Sethe reflects on the haunted past and encounters Paul D, the last of the Sweet Home men, who learns about the death of Baby Suggs and expresses remorse for missing her.	956	sentence
chapterbooks/Beloved.txt	Beloved	Toni Morrison	summary	Sethe and Paul D discuss their past at Sweet Home, Sethe's lost children, and her current life with her daughter Denver in the haunted house on 124 Bluestone Road.	3547	0.02798	153	199	0	3	109		815	sentence
chapterbooks/Beloved.txt	Beloved	Toni Morrison	prediction	Denver, Paul D, and Sethe sit down for a meal together, sharing stories and forming a bond of understanding and support in their haunted and isolated existence.	3547	0.02798	153	199	0	4	109	The passage introduces the spiteful and haunted atmosphere of 124 Bluestone Road, where Sethe and her daughter Denver are the sole victims, haunted by the past and the ghost of Sethe's baby girl, while Sethe reflects on the tragic events that led to her baby's death and the repercussions it had on their lives. Sethe reflects on the haunted past and encounters Paul D, the last of the Sweet Home men, who learns about the death of Baby Suggs and expresses remorse for missing her. Paul D visits Sethe at her haunted house, reflecting on their past at Sweet Home and the tragic events that have shaped their lives.	815	sentence
chapterbooks/Beloved.txt	Beloved	Toni Morrison	summary	Denver and Sethe encounter Paul D, who reminisces about Sweet Home and the haunted presence in their house, prompting Denver to reveal the death of her sister and the haunting nature of their home.	4465	0.03633	200	258	0	4	138		918	sentence
chapterbooks/Beloved.txt	Beloved	Toni Morrison	prediction	Denver's emotional outburst leads to a cathartic conversation between Sethe, Paul D, and Denver about their haunted past and the events that took place at Sweet Home.	4465	0.03633	200	258	0	5	138	The passage introduces the spiteful and haunted atmosphere of 124 Bluestone Road, where Sethe and her daughter Denver are the sole victims, haunted by the past and the ghost of Sethe's baby girl, while Sethe reflects on the tragic events that led to her baby's death and the repercussions it had on their lives. Sethe reflects on the haunted past and encounters Paul D, the last of the Sweet Home men, who learns about the death of Baby Suggs and expresses remorse for missing her. Paul D visits Sethe at her haunted house, reflecting on their past at Sweet Home and the tragic events that have shaped their lives. Sethe and Paul D discuss their past at Sweet Home, Sethe's lost children, and her current life with her daughter Denver in the haunted house on 124 Bluestone Road.	918	sentence
chapterbooks/Beloved.txt	Beloved	Toni Morrison	summary	Sethe and Denver express their desire to leave the haunted house, but Sethe insists on staying and confronts Paul D about the tree on her back, revealing the traumatic incident of her milk being taken by boys after she sent her children away.	5366	0.04573	259	312	0	5	172		901	sentence
chapterbooks/Beloved.txt	Beloved	Toni Morrison	prediction	Sethe begins to reveal the traumatic events of her past, specifically the incident where her milk was taken from her by the boys, and Paul D listens attentively, growing in understanding and empathy for Sethe's experiences.	5366	0.04573	259	312	0	6	172	The passage introduces the spiteful and haunted atmosphere of 124 Bluestone Road, where Sethe and her daughter Denver are the sole victims, haunted by the past and the ghost of Sethe's baby girl, while Sethe reflects on the tragic events that led to her baby's death and the repercussions it had on their lives. Sethe reflects on the haunted past and encounters Paul D, the last of the Sweet Home men, who learns about the death of Baby Suggs and expresses remorse for missing her. Paul D visits Sethe at her haunted house, reflecting on their past at Sweet Home and the tragic events that have shaped their lives. Sethe and Paul D discuss their past at Sweet Home, Sethe's lost children, and her current life with her daughter Denver in the haunted house on 124 Bluestone Road. Denver and Sethe encounter Paul D, who reminisces about Sweet Home and the haunted presence in their house, prompting Denver to reveal the death of her sister and the haunting nature of their home.	901	sentence
chapterbooks/Beloved.txt	Beloved	Toni Morrison	summary	Sethe reveals to Paul D the traumatic incident of her back being marked with a tree and her milk being taken by boys, and Paul D comforts her by holding her and experiencing her sorrow, while the house they are in begins to shake and tremble.	6355	0.05496	313	364	0	6	215		989	sentence
