filename	title	author	mode	text	wordindex	position	startsentence	sentindex	passindex	chunkindex	recaplen	recaptext	passage_length	divide_type
chapterbooks/HoundOfTheBaskervilles.txt	Hound of the Baskervilles	A. Conan Doyle	summary	Sherlock Holmes and Dr. Watson analyze a visitor's walking stick, deducing that he is an elderly country doctor who is well-respected and has likely received a presentation from a hospital.	891	0.0	1	35	0	0	0		891	sentence
chapterbooks/HoundOfTheBaskervilles.txt	Hound of the Baskervilles	A. Conan Doyle	prediction	Holmes and Watson deduce that the visitor with the engraved stick is a doctor who used to work at Charing Cross Hospital in London, and they speculate that the presentation was given to him when he left the city to practice in the country.	891	0.0	1	35	0	1	0		891	sentence
chapterbooks/HoundOfTheBaskervilles.txt	Hound of the Baskervilles	A. Conan Doyle	summary	Sherlock Holmes and Dr. Watson deduce that Dr. Mortimer left a hospital job to start a country practice, and they are surprised when he arrives at their door and reveals that he left the hospital due to his marriage.	1803	0.01507	36	77	0	1	30		912	sentence
chapterbooks/HoundOfTheBaskervilles.txt	Hound of the Baskervilles	A. Conan Doyle	prediction	Dr. Mortimer explains the reason for his visit, revealing that he has come to seek Holmes's help in solving a mysterious and dangerous case related to the recent death of Sir Charles Baskerville on the moors of Dartmoor.	1803	0.01507	36	77	0	2	30	Sherlock Holmes and Dr. Watson analyze a visitor's walking stick, deducing that he is an elderly country doctor who is well-respected and has likely received a presentation from a hospital.	912	sentence
chapterbooks/HoundOfTheBaskervilles.txt	Hound of the Baskervilles	A. Conan Doyle	summary	Dr. Mortimer arrives at Sherlock Holmes' house and presents him with an old manuscript detailing the legend of the Hound of the Baskervilles.	2680	0.0305	78	116	0	2	69		877	sentence
chapterbooks/HoundOfTheBaskervilles.txt	Hound of the Baskervilles	A. Conan Doyle	prediction	Dr. Mortimer begins reading the manuscript to Holmes and Watson, recounting the legend of the Hound of the Baskervilles and setting the stage for the pressing matter that needs to be decided within twenty-four hours.	2680	0.0305	78	116	0	3	69	Sherlock Holmes and Dr. Watson analyze a visitor's walking stick, deducing that he is an elderly country doctor who is well-respected and has likely received a presentation from a hospital. Sherlock Holmes and Dr. Watson deduce that Dr. Mortimer left a hospital job to start a country practice, and they are surprised when he arrives at their door and reveals that he left the hospital due to his marriage.	877	sentence
chapterbooks/HoundOfTheBaskervilles.txt	Hound of the Baskervilles	A. Conan Doyle	summary	The passage recounts the legend of Hugo Baskerville, a wicked man who abducted a young maiden, only to be pursued by hounds from hell and meet a mysterious fate on the moor.	3667	0.04534	117	144	0	3	92		987	sentence
chapterbooks/HoundOfTheBaskervilles.txt	Hound of the Baskervilles	A. Conan Doyle	prediction	As the three men ride forward down the goyal, they come face to face with the hound of hell that the shepherd had described, and a terrifying chase ensues as they try to escape its wrath.	3667	0.04534	117	144	0	4	92	Sherlock Holmes and Dr. Watson analyze a visitor's walking stick, deducing that he is an elderly country doctor who is well-respected and has likely received a presentation from a hospital. Sherlock Holmes and Dr. Watson deduce that Dr. Mortimer left a hospital job to start a country practice, and they are surprised when he arrives at their door and reveals that he left the hospital due to his marriage. Dr. Mortimer arrives at Sherlock Holmes' house and presents him with an old manuscript detailing the legend of the Hound of the Baskervilles.	987	sentence
chapterbooks/HoundOfTheBaskervilles.txt	Hound of the Baskervilles	A. Conan Doyle	summary	Dr. Mortimer presents Sherlock Holmes with an old manuscript detailing the legend of the Hound of the Baskervilles, and later shares a newspaper account of the recent death of Sir Charles Baskerville, which dispels rumors of foul play.	4453	0.06203	145	171	0	4	124		786	sentence
chapterbooks/HoundOfTheBaskervilles.txt	Hound of the Baskervilles	A. Conan Doyle	prediction	After hearing the legend of the Hound of the Baskervilles and the recent death of Sir Charles Baskerville, Sherlock Holmes will take on the case to investigate the mysterious circumstances surrounding Sir Charles' death and uncover the truth behind the legend of the hound.	4453	0.06203	145	171	0	5	124	Sherlock Holmes and Dr. Watson analyze a visitor's walking stick, deducing that he is an elderly country doctor who is well-respected and has likely received a presentation from a hospital. Sherlock Holmes and Dr. Watson deduce that Dr. Mortimer left a hospital job to start a country practice, and they are surprised when he arrives at their door and reveals that he left the hospital due to his marriage. Dr. Mortimer arrives at Sherlock Holmes' house and presents him with an old manuscript detailing the legend of the Hound of the Baskervilles. The passage recounts the legend of Hugo Baskerville, a wicked man who abducted a young maiden, only to be pursued by hounds from hell and meet a mysterious fate on the moor.	786	sentence
