filename	title	author	mode	text	wordindex	position	startsentence	sentindex	passindex	chunkindex	recaplen	recaptext	passage_length	divide_type
chapterbooks/TomSawyer.txt	Tom Sawyer	Mark Twain	summary	Aunt Polly tries to find her mischievous nephew Tom, scolds him for getting jam on his hands, and contemplates how to discipline him while reflecting on her conflicting emotions towards him.	966	0.0	1	44	0	0	0		966	sentence
chapterbooks/TomSawyer.txt	Tom Sawyer	Mark Twain	prediction	Aunt Polly continues to interrogate Tom about his activities, trying to uncover the truth about his mischief-making, but Tom manages to evade her questions and divert her attention away from his misdeeds.	966	0.0	1	44	0	1	0		966	sentence
chapterbooks/TomSawyer.txt	Tom Sawyer	Mark Twain	summary	Tom encounters a well-dressed boy in the village, and they engage in a confrontational conversation, challenging each other's abilities and exchanging insults.	1777	0.01328	45	87	0	1	31		811	sentence
chapterbooks/TomSawyer.txt	Tom Sawyer	Mark Twain	prediction	Tom and the stranger engage in a heated argument, threatening each other with physical violence, until one of them finally throws a rock.	1777	0.01328	45	87	0	2	31	Aunt Polly tries to find her mischievous nephew Tom, scolds him for getting jam on his hands, and contemplates how to discipline him while reflecting on her conflicting emotions towards him.	811	sentence
chapterbooks/TomSawyer.txt	Tom Sawyer	Mark Twain	summary	Tom engages in a physical fight with a new boy in the village, eventually overpowering him, and later faces punishment from his aunt while contemplating his chores and the joy of the summer day.	2760	0.02443	88	131	0	2	53		983	sentence
chapterbooks/TomSawyer.txt	Tom Sawyer	Mark Twain	prediction	Tom convinces Jim to let him whitewash the fence while he goes to fetch the water, and Tom starts to come up with a plan to get others to do his work for him.	2760	0.02443	88	131	0	3	53	Aunt Polly tries to find her mischievous nephew Tom, scolds him for getting jam on his hands, and contemplates how to discipline him while reflecting on her conflicting emotions towards him. Tom encounters a well-dressed boy in the village, and they engage in a confrontational conversation, challenging each other's abilities and exchanging insults.	983	sentence
chapterbooks/TomSawyer.txt	Tom Sawyer	Mark Twain	summary	Despite facing punishment from his aunt, Tom persuades his friend Jim to do his chores by offering him a white alley, and later successfully convinces Ben that whitewashing the fence is a fun and desirable task.	3550	0.03795	132	182	0	3	87		790	sentence
chapterbooks/TomSawyer.txt	Tom Sawyer	Mark Twain	prediction	Tom convinces Ben to take over the whitewashing job for him by making it sound like a fun and special privilege, allowing Tom to go off and join the other boys in their adventures.	3550	0.03795	132	182	0	4	87	Aunt Polly tries to find her mischievous nephew Tom, scolds him for getting jam on his hands, and contemplates how to discipline him while reflecting on her conflicting emotions towards him. Tom encounters a well-dressed boy in the village, and they engage in a confrontational conversation, challenging each other's abilities and exchanging insults. Tom engages in a physical fight with a new boy in the village, eventually overpowering him, and later faces punishment from his aunt while contemplating his chores and the joy of the summer day.	790	sentence
chapterbooks/TomSawyer.txt	Tom Sawyer	Mark Twain	summary	Tom convinces Ben to whitewash the fence for him, and through clever persuasion, Tom gets multiple boys to do his chores while he amasses a collection of items, impressing Aunt Polly with his ability to work when he wants to.	4472	0.04881	183	215	0	4	123		922	sentence
chapterbooks/TomSawyer.txt	Tom Sawyer	Mark Twain	prediction	Impressed by Tom's whitewashing skills, Aunt Polly assigns him another task and praises his work ethic, leaving Tom feeling a mix of pride and annoyance.	4472	0.04881	183	215	0	5	123	Aunt Polly tries to find her mischievous nephew Tom, scolds him for getting jam on his hands, and contemplates how to discipline him while reflecting on her conflicting emotions towards him. Tom encounters a well-dressed boy in the village, and they engage in a confrontational conversation, challenging each other's abilities and exchanging insults. Tom engages in a physical fight with a new boy in the village, eventually overpowering him, and later faces punishment from his aunt while contemplating his chores and the joy of the summer day. Despite facing punishment from his aunt, Tom persuades his friend Jim to do his chores by offering him a white alley, and later successfully convinces Ben that whitewashing the fence is a fun and desirable task.	922	sentence
